corridor;lat;lon
1;52.395;9.75
1;52.387;9.736
1;52.375;9.725
1;52.363;9.736
1;52.355;9.75
1;52.363;9.764
1;52.375;9.775
1;52.387;9.764
1;52.395;9.75
2;52.375;9.75
2;52.395;9.75
3;52.375;9.75
3;52.375;9.725
4;52.375;9.75
4;52.355;9.75
5;52.375;9.75
5;52.375;9.775
