I
1100 Version - data cycle 2306, build 20240704, metadata AwyXP1100. Copyright (c) 2024 Navigraph, Datasource Jeppesen

KODVO SC 11 TELAG SC 11 N 2 250 450 UT118
KODZI UW 11 BUGOT UW 11 F 1  65 540 P135
KODZI UW 11 BUGOT UW 11 F 2  65 540 P135
KOETZ K5 11 TONOC K5 11 N 1  30 175 T354
KOFER LY 11 LASTI LY 11 N 1 100 205 W36
KOFER LY 11 PINUK LY 11 N 1 100 205 W36
KOFER LY 11 VAKSU LD 11 F 1  50 205 L611
KOFFA K2 11 SALOM K2 11 N 2 180 450 J169-J50-J65
   KO FL  2 GEXAG FL 11 N 1  75 245 A400
   KO FL  2 GEXAG FL 11 N 2 245 600 UA400
   KO FL  2 IXATA FL 11 N 1  75 245 A400
   KO FL  2 IXATA FL 11 N 2 245 600 UA400-UR525
KOFUT EF 11 TOHAT EF 11 F 2 285 660 M130
KOGAG BG 11 LODNO BG 11 F 2 195 285 UT599
KOGAN FK 11 MOTET FK 11 N 2 245 460 UG727
KOGAN FK 11 NUVIP FK 11 N 2 245 460 UG727
KOGAN FK 11 TOBAB FE 11 N 2 245 460 UR984
KOGAR RJ 11 NIKKO RJ 11 N 1  50 600 Y588
KOGAR RJ 11 NIKKO RJ 11 N 2  50 600 Y588
KOGAR RJ 11 OMIYA RJ 11 N 1  40 600 Y588
KOGAR RJ 11 OMIYA RJ 11 N 2  40 600 Y588
KOGAT LY 11 BITLA LW 11 F 1 110 205 L616
KOGAT LY 11 BUREK LW 11 F 1 110 205 Y550
KOGAT LY 11 DISOR LW 11 F 1 110 205 M867
KOGAT LY 11 ERANA LW 11 F 1 110 205 L737
KOGAV ES 11   BOR ES  3 F 1  95 285 L77
KOGAV ES 11 OVDAL ES 11 F 1  95 285 Z11
KOGAV ES 11 UMSAK ES 11 F 1  95 285 Z255
KOGBU SB 11 BORBA SB 11 F 2 250 600 UZ14
KOGBU SB 11 UTKUD SB 11 N 2 250 600 UZ41
KOGDA SB 11 NEUMA SB 11 N 2 250 600 UZ10
KOGDA SB 11 OPNED SB 11 N 2 250 600 UM791
KOGDA SB 11 UGETA SB 11 N 2 250 600 UZ10
KOGDI SB 11 OPLIK SB 11 N 2 250 600 UZ76
KOGDU SB 11 TEREX SB 11 F 2 250 600 UZ82
KOGER UE 11 PANAR UE 11 N 2 265 540 G913
KOGER UE 11 TELRO UE 11 N 2 265 540 G913
KOGES ED 11 KENUM ED 11 F 1 185 660 N853
KOGES ED 11 KENUM ED 11 F 2 185 660 N853
KOGIM ED 11 LABES ED 11 N 1  40 660 M725
KOGIM ED 11 LABES ED 11 N 2  40 660 M725
KOGIM ED 11 NONSA ED 11 N 1  40 285 M602-M725
KOGIM ED 11 NONSA ED 11 N 2  40 285 M602-M725
KOGIM ED 11 PENET ED 11 N 1  40 660 M602
KOGIM ED 11 PENET ED 11 N 2  40 660 M602
KOGIR UE 11 TURAN UE 11 N 1  55 265 B722
KOGIS LG 11 LOPOS LG 11 N 1 120 245 G12-M600
KOGIS LG 11 LOPOS LG 11 N 2 250 660 UM600
KOGIS LG 11 PIKOS LG 11 N 1 120 245 G12-M600
KOGIS LG 11 PIKOS LG 11 N 2 250 660 UM600
KOGLA SB 11 NETBU SB 11 N 2 250 600 UZ76
KOGLI SB 11 PORMI SB 11 N 1 150 245 Z84
KOGLI SB 11 PORMI SB 11 N 2 250 600 UZ26
KOGLI SB 11 RUSTE SB 11 N 1 150 245 Z84
KOGLI SB 11 VURBA SB 11 N 2 250 600 UZ26
KOGLU SB 11 KUGOL SB 11 N 2 250 600 UZ76
KOGME UL 11 GITIL UL 11 F 2 285 540 L71
KOGME UL 11 ORTOK UL 11 N 1  55 540 N609
KOGME UL 11 ORTOK UL 11 N 2  55 540 N609
KOGME UL 11 UNPOR UL 11 N 1  55 540 N609
KOGME UL 11 UNPOR UL 11 N 2  55 540 N609
KOGMI SB 11 NIBMI SB 11 N 2 250 600 UM668
KOGNI SB 11 PAGIT SB 11 N 2 250 600 UM799
KOGOL ED 11 KONIN ED 11 F 1 100 660 M726
KOGOL ED 11 KONIN ED 11 F 2 100 660 M726
KOGOL ED 11   KPT ED  3 F 1 110 660 L608
KOGOL ED 11   KPT ED  3 F 2 110 660 L608
KOGOL ED 11 LENIZ ED 11 F 1 100 660 N871
KOGOL ED 11 LENIZ ED 11 F 2 100 660 N871
KOGOM UU 11 EKPIR UU 11 F 1  95 540 L94
KOGOM UU 11 EKPIR UU 11 F 2  95 540 L94
KOGOR UH 11 LUNAD UH 11 N 1  95 195 G7
KOGOR UH 11 SONIR UH 11 N 1  95 195 G7
KOGPI SB 11 SIGEP SB 11 N 2 250 600 UP527
KOGPI SB 11 UGRUD SB 11 N 2 250 600 UP527
KOGPO SB 11 KOKDO SB 11 N 2 250 600 UL576
KOGPO SB 11 LODAM SB 11 N 2 250 600 UP527
KOGPO SB 11 OPVUL SB 11 N 2 250 600 UL576
KOGPO SB 11 TODGA SB 11 N 2 250 600 UP527
KOGPU SB 11 SAPSA SB 11 N 2 250 600 UL576
KOGPU SB 11 USESO SB 11 N 2 250 600 UZ18-UZ51
KOGRI SB 11 OPVID SB 11 N 2 250 600 UL776
KOGRI SB 11 VUROX SB 11 N 2 250 600 UL776
KOGRO SB 11 KUBID SB 11 N 2 250 600 UZ12
KOGRO SB 11 TOPOV SB 11 N 2 250 600 UZ12
KOGSA SB 11 UTBEK SB 11 N 2 250 600 UZ12
KOGUM US 11 MALUR US 11 N 1  55 520 G483
KOGUM US 11 MALUR US 11 N 2  55 520 G483
KOGVA SB 11 OGTIT SB 11 N 2 250 600 UZ40
KOGVU SB 11 MUPAT SB 11 N 2 250 600 UZ41
KOHAK RJ 11 DANDY RJ 11 F 1 240 600 Y31
KOHAK RJ 11 DANDY RJ 11 F 2 240 600 Y31
KOHLS K7 11 PAACK K7 11 N 2 180 450 Q97
KOHLS K7 11 SAWED K6 11 N 2 180 450 Q97
KOHWA RJ 11 MIDER RJ 11 N 1  70 600 Y38
KOHWA RJ 11 MIDER RJ 11 N 2  70 600 Y38
KOHWA RJ 11 NAKTU RJ 11 N 1 160 600 Y12
KOHWA RJ 11 NAKTU RJ 11 N 2 160 600 Y12
KOHWA RJ 11 OHDAI RJ 11 F 1  80 600 Y546
KOHWA RJ 11 OHDAI RJ 11 F 2  80 600 Y546
KOHWA RJ 11 RUPAP RJ 11 F 1 260 600 Y54
KOHWA RJ 11 RUPAP RJ 11 F 2 260 600 Y54
KOHWA RJ 11 SHIMA RJ 11 N 1  60 600 Y12
KOHWA RJ 11 SHIMA RJ 11 N 2  60 600 Y12
KOHWA RJ 11 SHOOT RJ 11 F 1 150 600 Y33
KOHWA RJ 11 SHOOT RJ 11 F 2 150 600 Y33
KOHWA RJ 11 SINGU RJ 11 F 1 120 600 Y544
KOHWA RJ 11 SINGU RJ 11 F 2 120 600 Y544
KOIMA RJ 11 BEETL RJ 11 F 1 230 600 Y208
KOIMA RJ 11 BEETL RJ 11 F 2 230 600 Y208
KOIVU EF 11 LARTI EE 11 F 1  95 660 Y123
KOIVU EF 11 LARTI EE 11 F 2  95 660 Y123
KOJOT LZ 11 RAZEC LZ 11 N 1   0 245 B7-N133
KOJOT LZ 11 UDREL LZ 11 N 1  52 245 P27
KOKAD UU 11 ANEBU UU 11 F 1 215 540 L158
KOKAD UU 11 ANEBU UU 11 F 2 215 540 L158
KOKAD UU 11 PESAB UU 11 N 1  65 540 N604
KOKAD UU 11 PESAB UU 11 N 2  65 540 N604
KOKAD UU 11 RULUB UU 11 N 1  65 540 N604
KOKAD UU 11 RULUB UU 11 N 2  65 540 N604
KOKAK ES 11 NISLO ES 11 N 1  95 285 L975
KOKAM FK 11 POKVA FK 11 N 2 245 600 UQ300
KOKAT EF 11 LULOR UL 11 F 1  65 540 M59
KOKAT EF 11 LULOR UL 11 F 2  65 540 M59
KOKAT EF 11 RILBI UL 11 F 1  65 540 N746
KOKAT EF 11 RILBI UL 11 F 2  65 540 N746
KOKAV UA 11 LASPA UA 11 N 1 120 510 N170
KOKAV UA 11 LASPA UA 11 N 2 120 510 N170
KOKBI SB 11 PADAM SB 11 N 2 250 600 UZ12
KOKBI SB 11 PIRES SB 11 N 2 250 600 UZ41
KOKBI SB 11 UTLOL SB 11 N 2 250 600 UZ12
KOKBU SV 11 MEGIR SV 11 N 2 250 600 UL219
KOKDI SB 11 MASVU SB 11 N 2 250 600 UL576
KOKDI SB 11 NISKI SM 11 N 2 250 600 UL576
KOKDU SE 11 DAKAB SE 11 F 1  30 245 W1
KOKDU SE 11 MIGUR SE 11 N 1 180 245 W11
KOKDU SE 11 TOGIX SE 11 N 1 180 245 W11
  KOK EB  3 FERDI EB 11 F 2 195 660 UL607
  KOK EB  3 KOMOB EB 11 F 2 195 660 M150
  KOK EB  3 KONAN EG 11 N 1  65 195 L607
  KOK EB  3   MAK EB  2 N 1  55 195 L607
KOKEB ED 11 LESMO ED 11 F 1  65 245 T157
KOKLI SB 11 TORAB SB 11 N 2 250 600 UZ8
KOKMU SB 11 MAMGI SB 11 N 2 250 600 UZ9
KOKMU SB 11 UGRUD SB 11 N 2 250 600 UM417
KOKNA SB 11 MORPO SB 11 N 2 250 600 UZ24
KOKNA SB 11 VALAS SB 11 N 2 250 600 UZ24
KOKNI SB 11 KOLGI SB 11 N 2 250 600 UL576
KOKON UA 11 RELGO UA 11 N 1 120 510 M75
KOKON UA 11 RELGO UA 11 N 2 120 510 M75
KOKOR EK 11 GESKA EK 11 F 1  95 660 Z706
KOKOR EK 11 GESKA EK 11 F 2  95 660 Z706
KOKOZ PA 11 WORRI PA 11 N 1  70 175 T368
KOKOZ PA 11 ZAFPO PA 11 N 1  48 175 T368
KOKPA SB 11 POSTU SB 11 F 2 250 600 UL795
KOKPU SB 11 OGNON SB 11 N 2 250 600 UZ20
KOKRA SB 11 OGNON SB 11 N 2 250 600 UZ20
KOKRA SB 11 OPREM SB 11 N 2 250 600 UZ20
KOKRY SV 11   COR SV  3 F 1  60 245 W9
KOKRY SV 11 RODOK SV 11 F 1  60 245 W24
KOKSU SB 11 ANBEK SB 11 F 2 250 600 UZ14
KOKSU SB 11 KALAX SB 11 F 2 260 600 UZ29
KOKSU SB 11 MANDU SB 11 N 1 150 245 Z12
KOKSU SB 11 MUKDI SB 11 N 1 150 245 Z12
KOKSU SB 11 MUKDI SB 11 N 2 250 600 UZ16
KOKTI SE 11 YAUPI SE 11 N 1  90 245 W27
KOKTU SB 11 MALRA SB 11 F 2 250 600 UZ19
KOKUM UK 11 KUROS UK 11 F 1 155 660 N180
KOKUM UK 11 KUROS UK 11 F 2 155 660 N180
KOKUM UK 11 TABAV UK 11 N 1  85 660 M850
KOKUM UK 11 TABAV UK 11 N 2  85 660 M850
KOKUP UK 11 RUMUK UK 11 N 1  85 275 M423
KOKUP UK 11 SVITA UK 11 N 1  75 660 Q560
KOKUP UK 11 SVITA UK 11 N 2  75 660 Q560
KOLAG EH 11 SOPEK EG 11 F 1 180 430 L60
KOLAG EH 11 SOPEK EG 11 F 2 180 430 L60
KOLAK UM 11 OSMUS UM 11 N 2 195 460 M996
KOLAM UA 11 TURIK UA 11 N 1 120 510 N143
KOLAM UA 11 TURIK UA 11 N 2 120 510 N143
KOLAO TJ 11 PLING TJ 11 N 1  60 600 Y355
KOLAO TJ 11 PLING TJ 11 N 2  60 600 Y355
KOLAO TJ 11 SLUGO TJ 11 N 1  60 600 Y355
KOLAO TJ 11 SLUGO TJ 11 N 2  60 600 Y355
KOLBI SB 11 TITMU SB 11 F 2 250 600 UM400
KOLBU SB 11 GENBI SB 11 F 1 160 245 Z41
KOLBY K6 11 PIFER K6 11 N 1  34 179 T445-V265
KOLDU SB 11 AKPEN SB 11 F 2 250 600 UZ28
KOLED UU 11 ABTAS UU 11 F 1  95 540 T286
KOLED UU 11 ABTAS UU 11 F 2  95 540 T286
KOLED UU 11 LIVDA UU 11 N 1  95 540 N609
KOLED UU 11 LIVDA UU 11 N 2  95 540 N609
KOLED UU 11 REPNU UU 11 N 1  95 540 N609
KOLED UU 11 REPNU UU 11 N 2  95 540 N609
KOLEG SV 11 KERON SV 11 F 1  70 245 W5
KOLEG SV 11   PBL SV  3 F 2 250 600 UW5
KOLEG SV 11 VASOT SV 11 N 1  90 245 W14
KOLER K1 11 MERLI K1 11 N 1  80 179 V495
KOLEX LM 11   LPD LI  3 F 1  95 305 M727
KOLEX LM 11   LPD LI  3 F 2  95 305 M727
KOLEX LM 11 ROBIM LI 11 N 1  80 305 Q723
KOLEX LM 11 ROBIM LI 11 N 2  80 305 Q723
KOLIB UA 11 NIKNA UA 11 N 1 120 510 N60-W324
KOLIB UA 11 NIKNA UA 11 N 2 120 510 N60-W324
KOLIB UA 11 PIRIM UA 11 N 1 120 510 N60-W324
KOLIB UA 11 PIRIM UA 11 N 2 120 510 N60-W324
KOLID EG 11 BILVO EG 11 F 2 260 430 UP6
KOLID EG 11 TADAL EG 11 N 1  90 245 L70
KOLID EG 11 TADAL EG 11 N 2 250 460 UL70
KOLIP GU 11 LUGMI GU 11 N 2 250 600 UR979
KOLIP GU 11 NEGLO GU 11 N 1  60 245 A612
KOLIP GU 11 SAGBO GU 11 N 2 250 600 UA612
KOLIP GU 11 SEPUM GU 11 N 2 250 600 UA612
KOLIV LF 11 MOPAR LF 11 F 1  65 195 J116
KOLIX UT 11 ULTON UT 11 N 1 100 510 B106
KOLIX UT 11 ULTON UT 11 N 2 100 510 B106
KOLJA ES 11 EVONA ES 11 F 1  95 285 M611
KOLJA ES 11 TESPO ES 11 F 1 195 285 N746
KOLKA SP 11 LITOT SP 11 N 1 230 240 V15
KOLKA SP 11 LITOT SP 11 N 2 250 600 UV15
KOLKI SB 11 ENTIT SB 11 F 1 150 235 Z5
KOLKI SB 11 ENTIT SB 11 F 2 250 600 UZ2
KOLOB ES 11 ELPOL EP 11 F 1 110 660 N195
KOLOB ES 11 ELPOL EP 11 F 2 110 660 N195
KOLOB ES 11   ROE EK  3 F 1 245 285 L617
KOLON LF 11 GANGU LF 11 F 2 195 500 UM984
KOLON LF 11 NARTI LF 11 F 2 195 500 UM728-UP991
KOLON LF 11 ROKNO LF 11 F 2 195 500 UM623
KOLON LF 11 SOKDI LF 11 F 2 195 500 UZ184
KOLPU SC 11 SINEL SC 11 F 1 150 245 Q802
KOLPU SC 11 SINEL SC 11 F 2 250 450 UQ802
KOLTA WI 11 ATANO WI 11 F 1  40 600 W32N
KOLTA WI 11 ATANO WI 11 F 2  40 600 W32N
KOLTA WI 11   SBR WA  3 F 2 290 600 T16
KOLTE PH 11 PALAY PH 11 N 1  40 600 V2
KOLTE PH 11 PALAY PH 11 N 2  40 600 V2
KOLTE PH 11 ROSHE PH 11 N 1  40 600 V2
KOLTE PH 11 ROSHE PH 11 N 2  40 600 V2
KOLTU SB 11 MAVGU SB 11 F 1 150 235 Z1
KOLTU SB 11 MAVGU SB 11 F 2 250 600 UZ24
KOLTU SB 11 OPNEN SB 11 F 2 250 600 UZ36
KOLUR UA 11 LULEK UA 11 N 1 120 510 N170-W333
KOLUR UA 11 LULEK UA 11 N 2 120 510 N170-W333
KOLUR UA 11 MIMKA UA 11 N 2 250 510 N990
KOLUS LI 11 MINKA LI 11 F 1 100 305 Q182
KOLUS LI 11 MINKA LI 11 F 2 100 305 Q182
KOLUS LI 11 ORVEX LI 11 N 1 100 305 M603
KOLUS LI 11 ORVEX LI 11 N 2 100 305 M603
KOLUS LI 11 SUTAD LI 11 F 1 110 305 Z924
KOLUS LI 11 SUTAD LI 11 F 2 110 305 Z924
KOMAB GO 11 POGRA GU 11 N 2 245 460 UR865
KOMAB GO 11 SISNU GO 11 N 2 245 460 UR865
KOMAK RJ 11 MORIZ RJ 11 N 1  50 600 Y295
KOMAK RJ 11 MORIZ RJ 11 N 2  50 600 Y295
KOMAL EV 11 ATRAK EV 11 F 1  95 660 M864
KOMAL EV 11 ATRAK EV 11 F 2  95 660 M864
KOMAL EV 11 TENSI EV 11 N 1  95 660 M870
KOMAL EV 11 TENSI EV 11 N 2  95 660 M870
KOMAN LR 11 OBUGA LR 11 F 1  75 105 L622
KOMAP UM 11 NASKA UM 11 N 2 205 440 M850
KOMAP UM 11 OKNOD UM 11 N 2 255 480 Z494
KOMAR LQ 11 NOVLO LD 11 N 1  60 205 L196
KOMAR LQ 11 OKSIG LQ 11 N 1  90 205 L608
KOMAR LQ 11 RASTU LD 11 N 1 105 205 P11
KOMAR LQ 11 TEBLI LD 11 N 1  80 205 L187
KOMAR LQ 11 TIVNU LQ 11 N 1  70 205 P11
KOMAR LQ 11 UNIPA LD 11 N 1 105 205 L196
KOMBI UN 11 LOGAT UN 11 N 1  75 540 N866
KOMBI UN 11 LOGAT UN 11 N 2  75 540 N866
KOMBI UN 11 MININ US 11 N 1  75 540 N866
KOMBI UN 11 MININ US 11 N 2  75 540 N866
KOMBI UN 11 NABAR UN 11 N 1  85 540 G489
KOMBI UN 11 NABAR UN 11 N 2  85 540 G489
KOMBI UN 11 OTLAR UN 11 N 1  85 540 G489
KOMBI UN 11 OTLAR UN 11 N 2  85 540 G489
KOMBO SB 11 MOTMA SB 11 N 1 150 245 Z73
KOMBO SB 11 MOVSI SB 11 N 1 150 245 Z73
KOMBO SB 11 XOMOD SB 11 F 1 150 235 Z1
KOMDU SB 11   VRI SB  3 F 2 250 600 UZ32
KOMEG UH 11 OMAVI UH 11 N 2 315 540 B933
KOMEL UL 11 ROTLA UL 11 N 2 265 540 T534
KOMEN UM 11 REWED UM 11 N 1  95 460 L32
KOMEN UM 11 REWED UM 11 N 2  95 460 L32
KOMER K7 11 MILER K7 11 N 1  60 179 V168
KOMER K7 11 PEECH K7 11 N 1  24 179 V323
KOMEZ LC 11 MAROS LC 11 N 1  35 660 M855
KOMEZ LC 11 MAROS LC 11 N 2  35 660 M855
KOMEZ LC 11 SAFTA LC 11 F 1  35 660 N134
KOMEZ LC 11 SAFTA LC 11 F 2  35 660 N134
KOMEZ LC 11 USEBE LC 11 N 1  35 660 M855
KOMEZ LC 11 USEBE LC 11 N 2  35 660 M855
KOMGI SB 11 MADOK SB 11 F 2 250 600 UZ32
KOMGO SP 11 NAXUS SP 11 N 1 200 240 T329
KOMIB ED 11 ERTES ED 11 F 1  50 245 T193
KOMIB ED 11 RASPU ED 11 N 1  50 660 L984
KOMIB ED 11 RASPU ED 11 N 2  50 660 L984
KOMIB ED 11 SULUS ED 11 N 1  50 660 L984
KOMIB ED 11 SULUS ED 11 N 2  50 660 L984
KOMIB ED 11 TUSOS ED 11 F 1  65 245 L610
KOMKA SB 11 NEFRO SB 11 N 2 250 600 UZ20
KOMLA SB 11 UCROK SB 11 N 2 250 600 UZ2
KOMLA SP 11 VAKUD SP 11 N 2 250 600 UT331
KOMLI SB 11 OBGOV SB 11 F 2 250 600 UZ38
KOMLI SB 11 OPLOP SB 11 N 2 250 600 UZ9
KOMLU SB 11 SAMGA SB 11 F 1 160 245 Z7
KOMLU SB 11 SAMGA SB 11 F 2 260 600 UZ26
KOMLU SB 11 UMKEX SB 11 N 2 250 600 UM654
KOMNA PA 11 SHUYA PA 11 N 1  60 179 V438
KOMOB EB 11   DIK EL  3 F 2 195 660 M150
KOMOB EB 11 LENDO ED 11 F 2 245 660 T859
KOMOD UI 11 KURES UN 11 N 2 275 540 W241
KOMOT UE 11 SALAK UE 11 N 1  55 540 G101
KOMOT UE 11 SALAK UE 11 N 2  55 540 G101
KOMOT UE 11 UPKOL UE 11 N 1  55 540 G101
KOMOT UE 11 UPKOL UE 11 N 2  55 540 G101
KOMOV UL 11 LIPKI UL 11 N 2 265 540 P35
KOMOV UL 11 ROKUT UL 11 N 2 265 540 P35
KOMOV UL 11 UNARI UL 11 N 1  55 540 M58
KOMOV UL 11 UNARI UL 11 N 2  55 540 M58
KOMPA SL 11 OGMAS SP 11 N 2 250 600 UM793
KOMPI RJ 11 SAKAI RJ 11 N 1  90 600 V40-Y33
KOMPI RJ 11 SAKAI RJ 11 N 2  90 600 V40-Y33
KOMPU SV 11 MARPI SV 11 N 1  50 245 A551
KOMPU SV 11 OPLUD SV 11 N 1  50 245 A551
KOMPU SV 11 SIRAS SV 11 N 1  50 245 A563
KOMPU SV 11 TOROP SV 11 N 1  50 245 A563
KOMRE UA 11 ULRIP UA 11 N 1 120 510 N37
KOMRE UA 11 ULRIP UA 11 N 2 120 510 N37
KOMTO SB 11 IVTIG SB 11 F 1 210 235 Z82
KOMTO SB 11 MOTSU SB 11 N 1 150 245 Z73
KOMTO SB 11 MUKNU SB 11 N 1 150 235 Z43
KOMTO SB 11 NIMPU SB 11 F 1 210 235 Z55
KOMTO SB 11 RUTLE SB 11 N 1 150 235 Z55
KOMUT LP 11 TABAX LP 11 N 2 195 245 UM744
KOMUX EN 11 LOMVI EN 11 N 2 195 660 P600
KOMUX EN 11 VAVAD EN 11 N 2 195 660 P600
KOMVI SA 11 ORERA SA 11 F 1 140 245 T654
KOMVI SA 11 ORERA SA 11 F 2 260 450 UT654
KONAD GQ 11 MIPNA GA 11 N 1  55 245 G851
KONAD GQ 11 TAMUL GQ 11 N 1  55 245 G851
KONAD GQ 11 UNADO GQ 11 N 2 245 460 UG851
KONAK LT 11 PIDEV LT 11 N 1 105 285 T62
KONAK LT 11 PIDEV LT 11 N 2 285 660 UT62
KONAN EG 11   KOK EB  3 F 2 195 660 UL607
KONAP ED 11 RITUP ED 11 F 1 135 660 Z723
KONAP ED 11 RITUP ED 11 F 2 135 660 Z723
KONAR LK 11   OKG LK  3 F 1   0  95 N869
KONAR LK 11 RAPET LK 11 F 1   0  95 T49
KONAT UA 11 LIPSI UA 11 N 1 120 510 Z584
KONAT UA 11 LIPSI UA 11 N 2 120 510 Z584
KONBA GC 11 OSDIV GM 11 N 2 195 460 UN866
KONCO VV 11 QUATA VV 11 N 1  90 460 W2
KONCO VV 11 QUATA VV 11 N 2  90 460 W2
KONDI SC 11 ARNAK SC 11 F 1 100 245 Q810
KONDI SC 11 ARNAK SC 11 F 2 250 450 UQ810
KONDO K6 11 MAGEN K6 11 N 1  24 175 T608
KONDO K6 11 WIFFY K6 11 N 1  24 175 T608
KONEB DN 11 MILBU DN 11 N 2 245 600 UT457
KONEB DN 11 SADKU DN 11 N 2 245 600 UT458
KONEB DN 11 TAXEM DN 11 N 2 245 600 UT457
KONEK UA 11 MALOD UA 11 N 1 120 510 M149
KONEK UA 11 MALOD UA 11 N 2 120 510 M149
KONEL UE 11 NIRBA UE 11 N 1  55 405 R351
KONEL UE 11 NIRBA UE 11 N 2  55 405 R351
KONEL UE 11 OLIBA UE 11 N 1  55 405 R351
KONEL UE 11 OLIBA UE 11 N 2  55 405 R351
KONEN LT 11 ATKAN LT 11 F 2 285 660 UT38
KONEN LT 11 LEDLO LT 11 N 1 195 285 G80-N618
KONEN LT 11 LEDLO LT 11 N 2 285 660 UG80-UN618
KONER LI 11 TIDKA LI 11 N 1  90 305 L50
KONER LI 11 TIDKA LI 11 N 2  90 305 L50
KONET HA 11 TEXOK HA 11 N 1 300 600 M308-UM308
KONET HA 11 TEXOK HA 11 N 2 300 600 M308-UM308
KONEY K7 11 TAALN K7 11 N 2 180 450 Q83
KONEY K7 11 WURFL K7 11 N 2 180 450 Q83
KONFO LC 11 VOLFO LL 11 F 1  50 370 L609
KONFO LC 11 VOLFO LL 11 F 2  50 370 L609
KONGO FZ 11 MANNO FZ 11 N 1  55 245 ATS8
KONGO K5 11 NEALS K6 11 N 2 180 450 Q34
KONGO K5 11 TONIO K5 11 N 2 180 450 Q34
KONGO K5 11 WISTA K6 11 N 2 180 450 Q71
KONGU RJ 11 IPDEL RJ 11 F 1 220 600 Y75
KONGU RJ 11 IPDEL RJ 11 F 2 220 600 Y75
KONIC PA 11 WORRI PA 11 N 1  90 179 V322
KONIL LS 11 SOSAL LS 11 F 1  80 500 Z63
KONIL LS 11 SOSAL LS 11 F 2  80 500 Z63
KONIN ED 11 BETOS ED 11 F 1  55 660 M726
KONIN ED 11 BETOS ED 11 F 2  55 660 M726
KONIN ED 11 MANAL ED 11 N 1  70 120 L856
KONIN ED 11 MANAL ED 11 N 2  70 120 L856
KONIN ED 11 XATER ED 11 N 1  70 120 L856
KONIN ED 11 XATER ED 11 N 2  70 120 L856
KONIP UK 11    CY UK  2 F 1  65 275 L76
KONIP UK 11 KUROS UK 11 F 1 175 660 T219
KONIP UK 11 KUROS UK 11 F 2 175 660 T219
KONIR UI 11 TEKDU UI 11 N 1  95 540 A45
KONIR UI 11 TEKDU UI 11 N 2  95 540 A45
KONJE K6 11 REBBL K6 11 N 2 180 450 J190
KONJE K6 11 STENT K6 11 N 2 180 230 J227
KONKE LE 11 TERSA LE 11 F 1 145 660 UZ245
KONKE LE 11 TERSA LE 11 F 2 145 660 UZ245
KONKO SK 11 GENTO SK 11 F 1 120 245 Z022
KONKO SK 11 MONVI SK 11 N 1 140 245 Z009
KONKS PA 11 LAIRE PA 11 N 2 180 450 J889R
KONKU SB 11 ISNIL SB 11 F 2 250 600 UZ68
KONLA MM 11 VODIV MM 11 N 2 200 600 UJ18-UT42
KONOL LS 11 BALIR LS 11 F 1  70 195 Z59
KONOL LS 11 BERSU LS 11 F 1 100 660 N871
KONOL LS 11 BERSU LS 11 F 2 100 660 N871
KONRD K6 11 MATTO K6 11 N 1  36 175 T315
KONRD K6 11 SPNKS K6 11 N 1  37 175 T315
KONRI SA 11 PANED SC 11 N 2 250 450 UL550
KONSO SK 11 UBNIG SV 11 N 2 250 600 UP650
KONTA SP 11 ILPIP SP 11 F 1 210 240 T218
KONTO SG 11 SAMGU SG 11 N 2 250 600 UL531
KONTO SG 11 SIMOR SA 11 N 2 250 600 UM402
KONTO SG 11 SIROX SG 11 N 2 250 600 UL531
KONTO SG 11 UPOVA SG 11 N 2 250 600 UM402
KONUD UE 11 KULIB UE 11 N 1  95 405 W194
KONUD UE 11 KULIB UE 11 N 2  95 405 W194
KONUD UE 11 OLDEP UE 11 N 1  95 405 W194
KONUD UE 11 OLDEP UE 11 N 2  95 405 W194
KONUK LT 11 EVSAS LT 11 F 1 195 285 L124
KONUK LT 11 EVSAS LT 11 F 2 285 660 UL124
KONUK LT 11 TALIL LT 11 N 2 285 660 UM860
KONUL UB 11 LEYLA UB 11 N 1 285 660 T916
KONUL UB 11 LEYLA UB 11 N 2 285 660 T916
KONUT LI 11 PEPIX LI 11 N 1 100 305 L50
KONUT LI 11 PEPIX LI 11 N 2 100 305 L50
KONUT LI 11 RONAB LI 11 F 1 110 305 Z923
KONUT LI 11 RONAB LI 11 F 2 110 305 Z923
KONUT LI 11 TURMO LI 11 N 1 100 305 L44
KONUT LI 11 TURMO LI 11 N 2 100 305 L44
KONVI SB 11 AKVUM SB 11 F 1 150 245 Z47
KONVI SB 11 AKVUM SB 11 F 2 250 600 UZ23
KONVO SB 11 FIGOS SB 11 F 2 260 600 UM415
KOOKI K7 11 PYSTN K6 11 N 2 180 450 Q133
KOPAL MN 11 LIBIS MH 11 N 1  80 195 A502
KOPAL MN 11 LIBIS MH 11 N 2 195 600 UA502
KOPAR LG 11 LARKI LG 11 N 1  60 245 H59
KOPAR LG 11 LARKI LG 11 N 2 250 350 UH59
KOPAR LG 11 LURUS LG 11 N 1  70 245 L995-R19
KOPAR LG 11 LURUS LG 11 N 2 250 660 UL995
KOPAR LG 11 USINI LG 11 N 1  70 245 L995-R19
KOPAR LG 11 USINI LG 11 N 2 250 660 UL995
KOPAT LZ 11 SOMID LZ 11 F 1   0 245 L856
KOPAT LZ 11 TEKLA LZ 11 N 1   0 245 B45-L617
KOPDU SB 11 PUGSA SB 11 N 2 250 600 UL375-UL695
KOPDU SB 11 PUGUN SB 11 N 2 290 600 UN857
