I
1100 Version - data cycle 2306, build 20240704, metadata AwyXP1100. Copyright (c) 2024 Navigraph, Datasource Jeppesen

AMEGU UL 11 GIPNI UL 11 N 1  55 155 W795
AMEGU UL 11 PETAP UL 11 N 1  55 155 W795
AMEKE K1 11 IWANY K1 11 N 1  45 179 V23
AMEKU MM 11 GARES MM 11 N 1 160 180 V16-V27
AMEKU MM 11 GARES MM 11 N 2 200 600 J13
AMEKU MM 11 VOKAM MM 11 N 1 120 180 V21
AMEKU MM 11 VOKAM MM 11 N 2 200 600 UJ15
AMELO UW 11 BUGOT UW 11 F 1  65 540 L994
AMELO UW 11 BUGOT UW 11 F 2  65 540 L994
AMEMA UT 11 BALUG UT 11 N 1 180 510 L177
AMEMA UT 11 BALUG UT 11 N 2 180 510 L177
AMEMA UT 11 BITBI UT 11 N 1 180 510 A103
AMEMA UT 11 BITBI UT 11 N 2 180 510 A103
AMEMA UT 11 ETVIN UT 11 N 1 180 510 L177
AMEMA UT 11 ETVIN UT 11 N 2 180 510 L177
AMENO K7 11 DUPOX K7 11 N 1  55 600 M593
AMENO K7 11 DUPOX K7 11 N 2  55 600 M593
AMENO K7 11 KOZIK K6 11 N 1  55 600 M594
AMENO K7 11 KOZIK K6 11 N 2  55 600 M594
AMENT SB 11 SEDVO SB 11 N 2 250 600 UZ16
AMENU CY 11 KENRU CY 11 N 1 150 179 T728
AMENU CY 11 KOBID CY 11 N 1  46 179 T802
AMENU CY 11 MUTUR CY 11 N 1  43 179 T802
AMENU CY 11 OTRAN CY 11 N 1  50 179 T728
AMENU CY 11 VESRU CY 11 N 2 180 600 Q922
AMEPI UL 11 NELUM UL 11 N 1  55 105 W792
AMEPU UR 11 DONID UR 11 N 1  65 405 W79
AMEPU UR 11 DONID UR 11 N 2  65 405 W79
AMEPU UR 11 DORIR UR 11 N 1 105 540 A808
AMEPU UR 11 DORIR UR 11 N 2 105 540 A808
AMEPU UR 11 KISET UR 11 N 1  55 405 W70
AMEPU UR 11 KISET UR 11 N 2  55 405 W70
AMEPU UR 11 OKMAN UR 11 N 1  45 540 G364
AMEPU UR 11 OKMAN UR 11 N 2  45 540 G364
AMEPU UR 11 SARZI UR 11 N 1 135 540 A100
AMEPU UR 11 SARZI UR 11 N 2 135 540 A100
AMEPU UR 11 TARLI UR 11 N 1  45 405 W316
AMEPU UR 11 TARLI UR 11 N 2  45 405 W316
AMERA UH 11 NABUK UH 11 N 1  75 540 B150
AMERA UH 11 NABUK UH 11 N 2  75 540 B150
AMERA UH 11 TUKAN UH 11 N 1  75 245 W141
AMERE K2 11 GUCRU K2 11 N 1 100 179 V208-V210
  AME RO  3 TUMGI RO 11 N 1  30 600 B597
  AME RO  3 TUMGI RO 11 N 2  30 600 B597
  AME RO  3 YUWAN RO 11 N 1  40 600 B597
  AME RO  3 YUWAN RO 11 N 2  40 600 B597
AMERO SE 11 MULON SP 11 N 2 250 600 UL344
AMERO SE 11 SUDKO SE 11 N 2 250 600 UL344
AMERY PH 11 ANDES PH 11 N 1  30 600 V20
AMERY PH 11 ANDES PH 11 N 2  30 600 V20
AMERY PH 11 TYPHO PH 11 N 1  30 600 V20
AMERY PH 11 TYPHO PH 11 N 2  30 600 V20
AMESA MS 11 DUNEL MG 11 N 1 100 190 A317
AMESA MS 11 DUNEL MG 11 N 2 200 600 UA317
AMESI MH 11 BIRLO MH 11 N 2 200 600 UM328
AMESI MH 11 PERMO MH 11 N 2 200 600 UM328
AMESI MH 11 SIGMA MM 11 N 2 200 600 UM205
AMESI MH 11 TEKUG MH 11 N 2 200 600 UM205
AMESU US 11 BANIL US 11 N 1  55 540 G719
AMESU US 11 BANIL US 11 N 2  55 540 G719
AMESU US 11 TARSA US 11 N 1  55 540 G719
AMESU US 11 TARSA US 11 N 2  55 540 G719
AMETO UH 11 ARGUP UH 11 N 2 265 540 L771
AMETO UH 11 DIVIN UH 11 N 2 265 540 P177
AMETO UH 11 NARIT UH 11 N 2 265 540 P177
AMETO UH 11 TUREP UH 11 N 2 265 540 L771
AMETU ED 11 EKSAK ED 11 F 2 245 660 T852
AMEXO ED 11   ALG ED  2 F 1  60 660 Y109
AMEXO ED 11   ALG ED  2 F 2  60 660 Y109
AMEXO ED 11 XATER ED 11 N 1  60  95 Z76
AMFAL K1 11 TULIE K1 11 N 1  83 175 T331
AMFOU LF 11 GEMFU LF 11 N 1  85 195 A3
AMFOU LF 11 GILON LF 11 N 1  86 195 A3
AMFOU LF 11 MEDOK LF 11 N 1  86 195 R161
  AMF PA  2 FARME PA 11 N 1  55 179 V401
  AMF PA  2 JELLE PA 11 N 1  50 179 V477
AMGAR LE 11 BUGIX LE 11 N 1  95 145 W71
AMGES FZ 11 BUROL FZ 11 N 2 245 600 UR984
AMGES FZ 11 GAMEX FZ 11 N 2 245 600 UR984
AMGES FZ 11 ISDOP FZ 11 N 1  30 245 H325
AMGES FZ 11 ISDOP FZ 11 N 2 245 600 UH325
AMGES FZ 11 NIGAK FZ 11 N 1  30 245 H325
AMGES FZ 11 NIGAK FZ 11 N 2 245 600 UH325
  AMG K7  3 BARWU K7 11 N 1 100 179 V578
  AMG K7  3 BAXLY K7 11 N 1 100 179 V157
  AMG K7  3 HOGNU K7 11 N 1  20 179 V157
  AMG K7  3 HOPEK K7 11 N 1  30 179 V578
AMGOD EH 11 MONIL EH 11 F 1  55 245 L74
AMGOD EH 11 MONIL EH 11 F 2  55 245 L74
AMGOD EH 11 SUPUR EH 11 F 1  55 660 L602
AMGOD EH 11 SUPUR EH 11 F 2  55 660 L602
AMGOK LI 11 GUDPO LI 11 N 1 120 305 M872
AMGOK LI 11 GUDPO LI 11 N 2 120 305 M872
AMGOL UK 11 ODESE UK 11 N 1  85 660 L981
AMGOL UK 11 ODESE UK 11 N 2  85 660 L981
AMGOL UK 11 POGOD UK 11 N 1  85 660 L981
AMGOL UK 11 POGOD UK 11 N 2  85 660 L981
AMIBI UI 11 BUMAM UI 11 N 1 235 540 B155
AMIBI UI 11 BUMAM UI 11 N 2 235 540 B155
AMIBI UI 11 DIREK UI 11 N 2 265 540 N746
AMIBI UI 11 NEGIN UI 11 N 1 235 540 B155
AMIBI UI 11 NEGIN UI 11 N 2 235 540 B155
AMIBI UI 11 SONEK UE 11 N 2 265 540 N746
AMIBO LM 11 ARLOS LM 11 N 1  95 305 N4
AMIBO LM 11 ARLOS LM 11 N 2  95 305 N4
AMIBO LM 11 EMLAR LM 11 N 1  95 305 N4
AMIBO LM 11 EMLAR LM 11 N 2  95 305 N4
AMIBO LM 11 EVLIB LM 11 N 2 195 305 P32
AMIBO LM 11 VANIX LM 11 N 2 195 305 P32
AMIBU LE 11 LOGRO LE 11 F 1  95 145 A871-UN871
AMIBU LE 11 LOGRO LE 11 F 2 145 660 UN871
AMICH ED 11 PIBUL ED 11 F 1  40 660 P605
AMICH ED 11 PIBUL ED 11 F 2  40 660 P605
AMIDA MM 11 ITPIG MM 11 N 1  70 180 G521
AMIDA MM 11 ITPIG MM 11 N 2 200 600 UG521
AMIDA MM 11 KIRAP MH 11 N 1  70 195 G521
AMIDA MM 11 KIRAP MH 11 N 2 195 600 UG521
AMIDA RJ 11 MYOGI RJ 11 F 1 240 600 Y151
AMIDA RJ 11 MYOGI RJ 11 F 2 240 600 Y151
AMIDI MM 11 MEMDI MM 11 N 1 150 180 V3
AMIDI MM 11 MEMDI MM 11 N 2 200 600 UJ16
AMIDI MM 11 SELIS MM 11 N 1 150 180 V3
AMIDI MM 11 SELIS MM 11 N 2 200 600 UJ16
AMIGU UA 11 GURPI UA 11 N 1 120 510 Z586
AMIGU UA 11 GURPI UA 11 N 2 120 510 Z586
AMIGU UA 11 MAKUT UA 11 N 1 120 510 M75
AMIGU UA 11 MAKUT UA 11 N 2 120 510 M75
AMIGU UA 11 RELGO UA 11 N 1 120 510 M75
AMIGU UA 11 RELGO UA 11 N 2 120 510 M75
AMIKO LF 11 ETREK LF 11 F 1  75 195 G53
AMIKO LF 11 MURRO LF 11 N 1  64 195 A3
AMILI CY 11 DUMRU CY 11 N 1  23 179 L634
AMILI CY 11 MEPNI CY 11 N 1  19 179 L688
AMILI CY 11 NOROL CY 11 N 1  20 179 L634
AMIMO EN 11 GUBAV EN 11 N 1 105 660 Z156
AMIMO EN 11 GUBAV EN 11 N 2 105 660 Z156
AMINA DT 11 SFX31 DT 11 N 1  75 245 R845
AMINI BG 11 BADEG BG 11 N 2 195 285 UT597
AMINI BG 11 TOLAN BG 11 N 1   0 195 W21
AMINI BG 11 TOLAN BG 11 N 2 195 285 UT588
AMINU MZ 11 DEDAL MG 11 N 1  40 195 B518
AMINU MZ 11 DEDAL MG 11 N 2 195 600 UB518
AMINU MZ 11 ULBIN MZ 11 N 1  30 195 B518
AMINU MZ 11 ULBIN MZ 11 N 2 195 600 UB518
AMIRA DA 11 RIMEL DA 11 N 1 105 245 A605
AMIRA DA 11 RIMEL DA 11 N 2 310 455 UA605-UM2
AMIRI UK 11 ORTUL UK 11 N 1  85 660 P26
AMIRI UK 11 ORTUL UK 11 N 2  85 660 P26
AMIRI UK 11 TOLPA UK 11 F 1 155 660 Q35
AMIRI UK 11 TOLPA UK 11 F 2 155 660 Q35
AMIRO LF 11 PERUS LF 11 F 1 135 195 Z206
AMIRU UB 11 BALUN UB 11 N 1  75 660 N73
AMIRU UB 11 BALUN UB 11 N 2  75 660 N73
AMIRU UB 11 EKRAM UB 11 N 1  75 660 Y125
AMIRU UB 11 EKRAM UB 11 N 2  75 660 Y125
AMIRU UB 11 LASKA UB 11 N 1  75 660 N81
AMIRU UB 11 LASKA UB 11 N 2  75 660 N81
AMIRU UB 11 METKA UT 11 N 1  75 660 N43
AMIRU UB 11 METKA UT 11 N 2  75 660 N43
AMIRU UB 11 ROPKA UB 11 N 1  75 660 N81
AMIRU UB 11 ROPKA UB 11 N 2  75 660 N81
AMIRU UB 11 SITON UB 11 N 1  75 660 Y125
AMIRU UB 11 SITON UB 11 N 2  75 660 Y125
AMISA UH 11 UNTAM UH 11 N 2 265 540 P168
AMISH K6 11 SCAPE K6 11 N 1  50 179 V474
AMISI LG 11 KOROS LG 11 N 1  80 245 G33
AMISI LG 11 KOROS LG 11 N 2 250 660 UG33
AMISI LG 11 NEVRA LG 11 N 1  80 245 G33
AMISI LG 11 NEVRA LG 11 N 2 250 660 UG33
AMITO CY 11 PIBSO CY 11 N 1 135 179 T703
AMITO CY 11 PIBSO CY 11 N 2 180 600 Q983
AMITO CY 11 SEDEL CY 11 N 1 128 179 T703
AMITO CY 11 SEDEL CY 11 N 2 180 600 Q983
AMITU MU 11 HUZAR MU 11 N 1  40 600 J2
AMITU MU 11 HUZAR MU 11 N 2  40 600 J2
AMITU MU 11 XOPLI MU 11 N 1  40 600 J2
AMITU MU 11 XOPLI MU 11 N 2  40 600 J2
AMKAB UK 11 BOGMA UK 11 N 1 105 660 M850
AMKAB UK 11 BOGMA UK 11 N 2 105 660 M850
AMKAB UK 11 KOSNA UK 11 N 1 105 660 M850
AMKAB UK 11 KOSNA UK 11 N 2 105 660 M850
AMKAX GF 11 BUNAP GU 11 N 1  70 245 B727
AMKAX GF 11 BUNAP GU 11 N 2 250 600 UB727
AMKAX GF 11 EDBAL GU 11 N 1  60 245 G854
AMKAX GF 11 EDBAL GU 11 N 2 250 600 UG854
AMKAX GF 11 KIMKA GF 11 N 1  70 245 B727
AMKAX GF 11 KIMKA GF 11 N 2 250 600 UB727
AMKER UN 11 DAKIN UA 11 N 1  65 540 B808
AMKER UN 11 DAKIN UA 11 N 2  65 540 B808
AMKER UN 11 DEDUK UN 11 N 1  65 540 B808
AMKER UN 11 DEDUK UN 11 N 2  65 540 B808
AMKOL UR 11 DETIR UR 11 N 1 145 540 B945
AMKOL UR 11 DETIR UR 11 N 2 145 540 B945
AMKUD UH 11 DITOR UH 11 N 2 265 540 L771
AMKUD UH 11 KUNAB UH 11 N 2 265 540 L771
AMKUD UH 11 LIMKU UH 11 N 1 225 405 B723
AMKUD UH 11 LIMKU UH 11 N 2 225 405 B723
AMKUD UH 11 TAKAD UH 11 N 1 225 405 B723
AMKUD UH 11 TAKAD UH 11 N 2 225 405 B723
AMKUK UU 11 BAPRO UU 11 F 1  65 540 L999
AMKUK UU 11 BAPRO UU 11 F 2  65 540 L999
AMKUK UU 11 ESONU UU 11 F 1  65 540 T826
AMKUK UU 11 ESONU UU 11 F 2  65 540 T826
AMLAT UE 11 TISRE UE 11 N 2 265 540 N730
AMLAT UE 11 ULKAS UE 11 N 2 265 540 N730
AMLEN UL 11 ARPIK UL 11 N 1  55 540 M58
AMLEN UL 11 ARPIK UL 11 N 2  55 540 M58
AMLEN UL 11 KOMOV UL 11 N 1  55 540 M58
AMLEN UL 11 KOMOV UL 11 N 2  55 540 M58
AMLES UN 11 LEKNA UN 11 N 1  65 540 B944
AMLES UN 11 LEKNA UN 11 N 2  65 540 B944
AMLIN UU 11 GEMDI UU 11 N 1  95 540 N869
AMLIN UU 11 GEMDI UU 11 N 2  95 540 N869
AMLIN UU 11 NUDKO UU 11 F 1 145 540 L4
AMLIN UU 11 NUDKO UU 11 F 2 145 540 L4
AMLIN UU 11 USIDA UU 11 N 1  95 540 N869
AMLIN UU 11 USIDA UU 11 N 2  95 540 N869
AMLIS UL 11 KEKUT UL 11 N 1  55 540 T793
AMLIS UL 11 KEKUT UL 11 N 2  55 540 T793
  AML K6  3 DOCCS K6 11 N 2 180 450 J213
  AML K6  3 GILBY K6 11 N 1  50 179 V4
  AML K6  3 GINYA K6 11 N 2 310 410 J149
  AML K6  3 JERES K6 11 N 2 180 230 J220-J227
AMLOD FZ 11 AMSIK FC 11 N 2 290 600 UM998
AMLOD FZ 11 EMVOT FZ 11 N 2 245 600 UV30
AMLOD FZ 11 GURUT FZ 11 N 2 290 600 UM998
AMLOD FZ 11 NEMAP FZ 11 N 2 245 600 UV30
AMLOK GM 11 SOLNA GM 11 N 1 125 195 A600
AMLOK GM 11 SOLNA GM 11 N 2 195 460 UA600
AMLOK GM 11 TEKNA GM 11 N 1 125 195 A600
AMLOK GM 11 TEKNA GM 11 N 2 195 460 UA600
AMLON LI 11 BELOV LI 11 N 1  70 305 L612
AMLON LI 11 BELOV LI 11 N 2  70 305 L612
AMLON LI 11 LANLI LI 11 N 1  70 305 L612
AMLON LI 11 LANLI LI 11 N 2  70 305 L612
AMLOV GU 11 AREMA GL 11 N 2 245 600 UQ594
AMLOV GU 11 BULKA GU 11 N 2 245 600 UQ594
AMLOX FZ 11 MOGVO FZ 11 N 1  25 245 H1
AMLOX FZ 11 MOGVO FZ 11 N 2 245 600 UH1
AMLUG UR 11 GASNI UR 11 N 1  75 305 G914
AMLUG UR 11 GASNI UR 11 N 2  75 305 G914
AMLUG UR 11 GORAK UR 11 N 1  65 305 G914
AMLUG UR 11 GORAK UR 11 N 2  65 305 G914
AMLUG UR 11 LELOT UR 11 N 1  85 405 G923
AMLUG UR 11 LELOT UR 11 N 2  85 405 G923
AMLUH ED 11 DENIX ED 11 N 1  40 660 M852
AMLUH ED 11 DENIX ED 11 N 2  40 660 M852
AMLUH ED 11 IRKIS ED 11 N 1  40 660 L619
AMLUH ED 11 IRKIS ED 11 N 2  40 660 L619
AMLUH ED 11 SUBIG ED 11 N 1  30 660 L619
AMLUH ED 11 SUBIG ED 11 N 2  30 660 L619
AMLUK UL 11 BATID UL 11 F 1  65 540 M61
AMLUK UL 11 BATID UL 11 F 2  65 540 M61
AMLUK UL 11 UREPI UL 11 N 1  55 540 L257
AMLUK UL 11 UREPI UL 11 N 2  55 540 L257
AMLUK UL 11 VUZMI UL 11 F 1  55 540 L257
AMLUK UL 11 VUZMI UL 11 F 2  55 540 L257
AMMBR K3 11 DAYLE K3 11 N 1  40 175 T330
AMMBR K3 11 KEYEN K3 11 N 1  40 175 T330
AMMEK RJ 11 AZAMA RJ 11 F 1 250 600 Y59
AMMEK RJ 11 AZAMA RJ 11 F 2 250 600 Y59
AMMEK RJ 11 KAZIK RJ 11 N 1 270 600 Y59
AMMEK RJ 11 KAZIK RJ 11 N 2 270 600 Y59
AMMEK RJ 11 SAKON RO 11 N 1 260 600 Y27
AMMEK RJ 11 SAKON RO 11 N 2 260 600 Y27
AMMEK RJ 11 YURIX RO 11 N 1 260 600 Y27
AMMEK RJ 11 YURIX RO 11 N 2 260 600 Y27
AMMIT LL 11 DOCOR LL 11 N 1 100 600 Y65
AMMIT LL 11 DOCOR LL 11 N 2 100 600 Y65
AMMIT LL 11 GEFEN LL 11 N 1 100 600 Y63
AMMIT LL 11 GEFEN LL 11 N 2 100 600 Y63
AMMIT LL 11 MIRTA LL 11 N 1 100 600 Y64
AMMIT LL 11 MIRTA LL 11 N 2 100 600 Y64
AMMIT LL 11 SIVAK LL 11 N 1  50 370 J10
AMMIT LL 11 SIVAK LL 11 N 2  50 370 J10
AMMIT LL 11 TILFA LL 11 N 1 100 600 Y62
AMMIT LL 11 TILFA LL 11 N 2 100 600 Y62
AMMOF EB 11   NIK EB  3 F 1  45 660 N872
AMMOF EB 11   NIK EB  3 F 2  45 660 N872
AMMON RJ 11 KINKO RJ 11 F 1  90 600 Y455
AMMON RJ 11 KINKO RJ 11 F 2  90 600 Y455
AMMON RJ 11 MABNO RJ 11 N 1  60 600 Y145
AMMON RJ 11 MABNO RJ 11 N 2  60 600 Y145
AMN01 OJ 11 LOXER OJ 11 N 1  90 600 L200
AMN01 OJ 11 LOXER OJ 11 N 2  90 600 L200
AMN01 OJ 11 OSAMA OJ 11 N 1  70 600 L200
AMN01 OJ 11 OSAMA OJ 11 N 2  70 600 L200
AMNEZ UK 11 BOGMA UK 11 F 2 275 660 L62
AMNEZ UK 11 ODESE UK 11 F 1  75 660 N617
AMNEZ UK 11 ODESE UK 11 F 2  75 660 N617
  AMN WA  3 ATOMY WA 11 N 1 120 600 W53
  AMN WA  3 ATOMY WA 11 N 2 120 600 W53
  AMN WA  3 BELBA WA 11 N 1  75 600 W55
  AMN WA  3 BELBA WA 11 N 2  75 600 W55
  AMN WA  3 BONDA WA 11 N 1  85 600 A461
  AMN WA  3 BONDA WA 11 N 2  85 600 A461
  AMN WA  3 BOSDO WA 11 N 1  60 245 Z605
  AMN WA  3 BUBTU WA 11 N 1  60 245 W55-Z606
  AMN WA  3 BUBTU WA 11 N 2  75 600 W55
  AMN WA  3 BUTPA YB 11 N 1  50 600 A461-R590
  AMN WA  3 BUTPA YB 11 N 2  50 600 A461-R590
  AMN WA  3 DADUL WA 11 N 1  60 245 Z603
  AMN WA  3 DULON WA 11 N 1  90 600 R590
  AMN WA  3 DULON WA 11 N 2  90 600 R590
  AMN WA  3 FALAM WA 11 N 1  70 600 W44
  AMN WA  3 FALAM WA 11 N 2  70 600 W44
  AMN WA  3 GOMBY WA 11 N 1  60 245 W54-Z603
  AMN WA  3 GOMBY WA 11 N 2  50 600 W54
  AMN WA  3 GUTEV YB 11 N 1  65 600 R340
  AMN WA  3 GUTEV YB 11 N 2  65 600 R340
  AMN WA  3 HANTA WA 11 N 1  45 600 W68
  AMN WA  3 HANTA WA 11 N 2  45 600 W68
  AMN WA  3 HOLBA WA 11 N 1  70 600 W53
  AMN WA  3 HOLBA WA 11 N 2  70 600 W53
  AMN WA  3 MAHAI WA 11 N 1  60 245 Z602
  AMN WA  3 NAMRO WA 11 N 1  60 245 Z602
  AMN WA  3 SASKA WA 11 N 1  45 600 W44
  AMN WA  3 SASKA WA 11 N 2  45 600 W44
  AMN WA  3 SOBIA WA 11 N 1  60 600 W65
  AMN WA  3 SOBIA WA 11 N 2  60 600 W65
  AMN WA  3 SULIS WA 11 N 1  75 600 W54
  AMN WA  3 SULIS WA 11 N 2  75 600 W54
  AMN WA  3 WAHAI WA 11 N 1  85 245 Z601
AMODO LF 11 COHPA LF 11 F 2 195 500 UM729
AMOHA UA 11 TUGLA UA 11 F 1 220 510 L736
AMOHA UA 11 TUGLA UA 11 F 2 220 510 L736
AMOKU UB 11 RODAR UT 11 N 1  75 660 M11
AMOKU UB 11 RODAR UT 11 N 2  75 660 M11
AMOLA UA 11 OLGAS UA 11 N 1 120 510 M75
AMOLA UA 11 OLGAS UA 11 N 2 120 510 M75
AMOLA UA 11 ULSET UA 11 N 1 120 510 M75
AMOLA UA 11 ULSET UA 11 N 2 120 510 M75
AMOLI EV 11 LATLA UL 11 N 1  95 660 L73
AMOLI EV 11 LATLA UL 11 N 2  95 660 L73
AMOLI EV 11 SORES EV 11 N 1  95 660 M985
AMOLI EV 11 SORES EV 11 N 2  95 660 M985
AMOLI EV 11 VALGA EE 11 N 1  95 660 M985
AMOLI EV 11 VALGA EE 11 N 2  95 660 M985
AMOLO LF 11 MEDAP LF 11 N 1  75 195 G39
AMOND PA 11 DRAPP PA 11 N 2 180 600 A342
AMOND PA 11 PINSO  P 11 N 2 180 600 A342
AMONI LF 11 ROLIR LF 11 F 1  65 195 V44
AMONT K2 11 KELEN K2 11 N 1  85 179 V197
AMONT K2 11 LOPES K2 11 N 1  85 179 V165-V459
AMONT K2 11 MINGI K2 11 N 1  85 179 V165-V197
AMONT K2 11 WRING K2 11 N 1  85 179 V459
AMONU UI 11 PEKUN UI 11 N 1 185 540 W113
AMONU UI 11 PEKUN UI 11 N 2 185 540 W113
AMONU UI 11 PEMOG UI 11 N 2 265 540 B123
AMONU UI 11 TUREM UI 11 N 2 265 540 B123
AMONU UI 11 UNDAT UI 11 N 1 185 540 W113
AMONU UI 11 UNDAT UI 11 N 2 185 540 W113
AMORI MM 11 IPRUL MM 11 N 2 200 600 J177
AMORI MM 11 PLAYA MM 11 N 2 200 600 UT11
AMORI MM 11 RADAS MM 11 N 2 200 600 J177
AMORI MM 11 XOTUG MM 11 N 2 200 600 UT11
AMORO LF 11 PIBAT LF 11 F 1  65 195 A2
AMORY K7 11 JOKKY K7 11 N 2 180 450 Q110
AMORY K7 11 SMELZ K7 11 N 2 180 450 Q110
AMOSA ED 11 BAMAS ED 11 F 1  50 245 Z77
AMOSA ED 11 IBAGA ED 11 F 1  50 245 L610-Y101
AMOSA ED 11 IBAGA ED 11 F 2  50 660 Y101
AMOSA ED 11 KEGOS ED 11 N 1  50 660 N869
AMOSA ED 11 KEGOS ED 11 N 2  50 660 N869
AMOSA ED 11 ODEGU ED 11 N 1  50 660 N869
AMOSA ED 11 ODEGU ED 11 N 2  50 660 N869
AMOSO UE 11 DOKIL UH 11 N 1  85 405 G7
AMOSO UE 11 DOKIL UH 11 N 2  85 405 G7
AMOSO UE 11 RANEV UE 11 N 1  55 540 G7
AMOSO UE 11 RANEV UE 11 N 2  55 540 G7
AMOSU ED 11 MISGO ED 11 F 1  45 660 Z739
AMOSU ED 11 MISGO ED 11 F 2  45 660 Z739
AMOTA LE 11 BAZAS LE 11 N 1 145 660 UT312
AMOTA LE 11 BAZAS LE 11 N 2 145 660 UT312
AMOTA LE 11 VULPE LE 11 N 1 145 660 R47-UN747
AMOTA LE 11 VULPE LE 11 N 2 145 660 UN747
AMOTI UN 11 ERUPA UN 11 N 1  65 540 A309
AMOTI UN 11 ERUPA UN 11 N 2  65 540 A309
AMOTI UN 11 ROTLI UN 11 N 1  85 540 A309
AMOTI UN 11 ROTLI UN 11 N 2  85 540 A309
AMOTT PA 11 BLUGA PA 11 N 1  70 179 T223-V462
AMOTT PA 11 GASTO PA 11 N 1  40 179 T223-V462
AMOTT PA 11 GASTO PA 11 N 2 180 450 J511-Q811
AMOTT PA 11 HAMPU PA 11 N 1  31 175 T371
AMOTT PA 11 NONDA PA 11 N 2 180 450 J511-Q45-Q811
AMOTT PA 11 WEZZL PA 11 N 1  21 175 T227
AMOTT PA 11 ZINAM PA 11 N 1  25 175 T271
AMOVA MM 11 SETOS MM 11 N 1 120 180 V22
AMOVA MM 11 SETOS MM 11 N 2 200 600 J13-UT127
AMOXA EN 11 PIVAT EN 11 N 1  95 660 P601
AMOXA EN 11 PIVAT EN 11 N 2  95 660 P601
AMOXA EN 11 VEXOM EN 11 N 1  95 660 P601
AMOXA EN 11 VEXOM EN 11 N 2  95 660 P601
AMOXI LI 11 DIXER LI 11 F 1 100 305 T836
AMOXI LI 11 DIXER LI 11 F 2 100 305 T836
AMPAD ES 11 MOTIG ES 11 N 1  95 285 M852
AMPAD ES 11 TIMOB ES 11 N 1  95 285 M852
AMPAN DG 11 LIREX DG 11 N 2 250 600 UQ589
AMPAS DI 11 TEBNA GL 11 N 2 250 600 UV207
AMPEG ED 11 MERSI ED 11 N 1  55 660 Y100
AMPEG ED 11 MERSI ED 11 N 2  55 660 Y100
AMPER FZ 11 ENDOX FZ 11 N 2 245 600 UG862
AMPER FZ 11 RATUS FE 11 N 2 245 460 UG862
AMPES LF 11 PELOS LI 11 N 1  65 195 M623
AMPES LF 11 PELOS LI 11 F 2 195 500 UM623
AMPES LF 11 RIDHO LF 11 N 1  65 195 M623
AMPEX HC 11 AXINA FS 11 N 2 245 600 UR401
AMPEX HC 11 EGNIP HC 11 N 1 100 245 M306
AMPEX HC 11 EGNIP HC 11 N 2 245 600 UM306
AMPEX HC 11 EPLES HC 11 N 1 100 245 M306
AMPEX HC 11 EPLES HC 11 N 2 245 600 UM306
AMPEX HC 11 EPSIV HC 11 N 2 245 600 UR401
AMPIL FK 11 INONU FK 11 N 2 245 460 UG727
AMPIL FK 11 IPEXA FK 11 N 2 245 460 UL434
AMPIL FK 11 MOROS FK 11 N 2 245 460 UL434
AMPIL FK 11 NUVIP FK 11 N 2 245 460 UG727
AMPIR LE 11 SOVIS LE 11 N 1 145 660 T100-UT100
AMPIR LE 11 SOVIS LE 11 N 2 145 660 UT100
AMPIR LE 11 XULIM LE 11 N 1 145 660 T100-UT100
AMPIR LE 11 XULIM LE 11 N 2 145 660 UT100
AMPIS EN 11 OTVIK EN 11 N 2 195 660 P853
AMPIT EG 11 MOGTA EG 11 F 1 210 245 Y124
AMPIT EG 11 MOGTA EG 11 F 2 250 460 UY124
AMPIT EG 11 RISLA EG 11 F 1 150 460 L15
AMPIT EG 11 RISLA EG 11 F 2 150 460 L15
AMPLE K1 11 BRUKK K1 11 N 1  50 179 V4
AMPLE K1 11 LACIB K1 11 N 1  40 179 V4
AMPLE K1 11 OZODU K1 11 N 1  40 179 V520
AMPOL LE 11 SENIA LE 11 F 1  95 660 UM182
AMPOL LE 11 SENIA LE 11 F 2  95 660 UM182
AMPUL UK 11 LUGAT UK 11 N 1  95 660 M996
AMPUL UK 11 LUGAT UK 11 N 2  95 660 M996
AMPUL UK 11 LUSIG UK 11 N 1  95 660 M996
AMPUL UK 11 LUSIG UK 11 N 2  95 660 M996
AMPUM LF 11 LIMGO EL 11 N 1  75 195 Z110
AMPUM LF 11 VAVOT LF 11 N 1  75 195 Z110
AMRAD UN 11 APRIT UN 11 N 1  65 520 A366
AMRAD UN 11 APRIT UN 11 N 2  65 520 A366
AMRAD UN 11 BARLU UN 11 N 1  65 540 G121
AMRAD UN 11 BARLU UN 11 N 2  65 540 G121
AMRAD UN 11 DIZOR UN 11 N 1 185 540 A816
AMRAD UN 11 DIZOR UN 11 N 2 185 540 A816
AMRAD UN 11 ERKON UN 11 N 1  65 540 A816
AMRAD UN 11 ERKON UN 11 N 2  65 540 A816
AMRAD UN 11 IDERI UN 11 N 2 265 540 P983
AMRAD UN 11 KUDEB UN 11 N 2 265 540 P983
AMRAD UN 11 LUTAR UN 11 N 1  65 265 A489
AMRAD UN 11 MITBI UN 11 N 1  65 265 A489
AMRAD UN 11 RIPNI UN 11 N 1  75 540 W914
AMRAD UN 11 RIPNI UN 11 N 2  75 540 W914
AMRAD UN 11 TISMI UN 11 N 1  65 540 G121
AMRAD UN 11 TISMI UN 11 N 2  65 540 G121
AMRAD UN 11 TUMKO UN 11 N 1  65 520 A366
