I
1200 Version - data cycle 2306, build 20240704, metadata NavXP1200. Copyright (c) 2024 Navigraph, Datasource Jeppesen

 3   2.818333333   24.810000000        0    11690   130      1.000  BUT ENRT FZ BUTA-ZEGA VOR
13  28.601611111  -17.756583333      197    11240   130      0.000   BV ENRT GC LA PALMA DME
 3  -4.251452778   15.247194444     1053    11310   130     -1.000   BZ ENRT FC BRAZZAVILLE VOR/DME
12  -4.251452778   15.247194444     1053    11310   130      0.000   BZ ENRT FC BRAZZAVILLE VOR/DME
 3  30.152000000   31.423888889      200    11250   130      5.000  CAI ENRT HE CAIRO VOR/DME
12  30.152000000   31.423888889      200    11250   130      0.000  CAI ENRT HE CAIRO VOR/DME
 3   4.921861111    8.320055556       49    11410   130     -1.000  CAL ENRT DN CALABAR VOR/DME
12   4.921861111    8.320055556       49    11410   130      0.000  CAL ENRT DN CALABAR VOR/DME
13  33.521497222   -7.677186111      394    11690   130      0.000  CBA ENRT GM ANFA DME
 3  33.420505556   -7.606033333      591    11510    40     -1.000  CBL ENRT GM CASABLANCA VOR/DME
12  33.420505556   -7.606033333      591    11510    40      0.000  CBL ENRT GM CASABLANCA VOR/DME
 3  36.895194444   11.088916667        0    11270   130      3.000  CBN ENRT DT CAP BON VOR
 3 -34.112966667   19.477886111        0    11490   130    -26.000  CDV ENRT FA CALEDON VOR
 3  -0.021500000   15.579163889     1277    11250   130     -1.000   CF ENRT FC MAKOUA VOR/DME
12  -0.021500000   15.579163889     1277    11250   130      0.000   CF ENRT FC MAKOUA VOR/DME
 3  36.213416667    1.322194444      535    11700    40      1.000  CLF ENRT DA CHLEF VOR/DME
12  36.213416667    1.322194444      535    11700    40      0.000  CLF ENRT DA CHLEF VOR/DME
 3  36.293263889    6.608322222     2316    11550   130      2.000  CSO ENRT DA CONSTANTINE VOR/DME
12  36.293263889    6.608322222     2316    11550   130      0.000  CSO ENRT DA CONSTANTINE VOR/DME
 3 -33.969672222   18.605052778      146    11570   130    -26.000  CTV ENRT FA CAPE TOWN VOR/DME
12 -33.969672222   18.605052778      146    11570   130      0.000  CTV ENRT FA CAPE TOWN VOR/DME
 3  30.092305556   31.388416667      460    11520   130      5.000  CVO ENRT HE CAIRO VOR/DME
12  30.092305556   31.388416667      460    11520   130      0.000  CVO ENRT HE CAIRO VOR/DME
 3  16.736675000  -22.951019444      196    11530   130    -10.000  CVS ENRT GV SAL VOR/DME
12  16.736675000  -22.951019444      196    11530   130      0.000  CVS ENRT GV SAL VOR/DME
 3 -25.689811111   28.550822222     4907    11430   130    -19.000  CZV ENRT FA ZONDERWATER VOR/DME
12 -25.689811111   28.550822222     4907    11430   130      0.000  CZV ENRT FA ZONDERWATER VOR/DME
 3  29.467427778   17.931602778     1086    11610   130      2.000  DHR ENRT HL DAHRA VOR/DME
12  29.467427778   17.931602778     1086    11610   130      0.000  DHR ENRT HL DAHRA VOR/DME
 3  18.981472222   12.880500000     1266    11390   130      2.000  DIR ENRT DR DIRKOU VOR/DME
12  18.981472222   12.880500000     1266    11390   130      0.000  DIR ENRT DR DIRKOU VOR/DME
 3  24.287727778    9.453341667     3176    11410   130      1.000  DJA ENRT DA DJANET VOR/DME
12  24.287727778    9.453341667     3176    11410   130      0.000  DJA ENRT DA DJANET VOR/DME
 3  23.744844444  -15.919838889       56    11580   130     -5.000  DKH ENRT GM DAKHLA VOR/DME
12  23.744844444  -15.919838889       56    11580   130      0.000  DKH ENRT GM DAKHLA VOR/DME
 3   3.993916667    9.743472222       36    11290   130     -1.000  DLA ENRT FK DOUALA VOR/DME
12   3.993916667    9.743472222       36    11290   130      0.000  DLA ENRT FK DOUALA VOR/DME
 3  19.182569444   30.427283333      803    11230    40      3.000  DOG ENRT HS DONGOLA VOR/DME
12  19.182569444   30.427283333      803    11230    40      0.000  DOG ENRT HS DONGOLA VOR/DME
 3 -25.655916667   28.220075000     4089    11220   130    -18.000  DPV ENRT FA WONDERBOOM VOR/DME
12 -25.655955556   28.219944444     4089    11220   130      0.000  DPV ENRT FA WONDERBOOM VOR/DME
 3  14.644330556  -17.072569444      285    11540   130     -7.000   DS ENRT GO DAKAR-DIASS VOR/DME
12  14.644330556  -17.072569444      285    11540   130      0.000   DS ENRT GO DAKAR-DIASS VOR/DME
 3  11.548519444   43.093547222      400    11390   130      2.000  DTI ENRT HD DJIBOUTI VOR/DME
12  11.548519444   43.093547222      400    11390   130      0.000  DTI ENRT HD DJIBOUTI VOR/DME
 3  11.806916667    9.320777778     1355    11690   130     -1.000  DUT ENRT DN DUTSE VOR/DME
12  11.806916667    9.320777778     1355    11690   130      0.000  DUT ENRT DN DUTSE VOR/DME
 3  -6.888005556   39.192713889      230    11270   130     -2.000   DV ENRT HT DAR-ES-SALAAM VOR/DME
12  -6.888005556   39.192713889      230    11270   130      0.000   DV ENRT HT DAR-ES-SALAAM VOR/DME
 3 -13.811111111   33.807777778     4101    11490   130     -3.000  DVL ENRT FW LILONGWE VOR/DME
12 -13.811111111   33.807777778     4101    11490   130      0.000  DVL ENRT FW LILONGWE VOR/DME
 3   9.643619444   41.844322222     3661    11770   130      2.000  DWA ENRT HA DIRE DAWA VOR/DME
12   9.643619444   41.844322222     3661    11770   130      0.000  DWA ENRT HA DIRE DAWA VOR/DME
 3 -12.811000000   45.280861111       42    11350   130     -8.000  DZP ENRT FM DZAOUDZI VOR/DME
12 -12.811000000   45.280861111       42    11350   130      0.000  DZP ENRT FM DZAOUDZI VOR/DME
 3  31.705861111    9.254666667        0    11380   130      2.000  EBA ENRT DT EL BORMA VOR
 3   0.406655556   35.231061111     6880    11470   130      1.000  ELD ENRT HK ELDORET VOR/DME
12   0.406655556   35.231061111     6880    11470   130      0.000  ELD ENRT HK ELDORET VOR/DME
 3  33.510455556    6.780613889      203    11760   130      2.000  ELO ENRT DA EL OUED VOR/DME
12  33.510455556    6.780613889      203    11760   130      0.000  ELO ENRT DA EL OUED VOR/DME
 3 -33.036988889   27.823155556      406    11450   130    -27.000  ELV ENRT FA EAST LONDON VOR/DME
12 -33.036988889   27.823155556      406    11450   130      0.000  ELV ENRT FA EAST LONDON VOR/DME
 3   6.480888889    7.601222222      453    11570   130     -2.000  ENG ENRT DN ENUGU VOR/DME
12   6.480888889    7.601222222      453    11570   130      0.000  ENG ENRT DN ENUGU VOR/DME
 3  31.924166667   -4.360527778     3346    11710   130     -2.000  ERA ENRT GM ERRACHIDIA VOR/DME
12  31.924166667   -4.360527778     3346    11710   130      0.000  ERA ENRT GM ERRACHIDIA VOR/DME
 3 -23.625219444   27.964361111     3790    11630   130    -16.000  ERV ENRT FA ELLISRAS VOR/DME
12 -23.625219444   27.964361111     3790    11630   130      0.000  ERV ENRT FA ELLISRAS VOR/DME
 3  31.401266667   -9.686919444      394    11270   130     -2.000  ESS ENRT GM ESSAOUIRA VOR/DME
12  31.401266667   -9.686919444      394    11270   130      0.000  ESS ENRT GM ESSAOUIRA VOR/DME
13 -25.037666667   46.953055556       98    11530    40      0.000  FDN ENRT FM TOLAGNARO DME
 3  33.927416667   -5.013583333     1870    11570   130     -2.000  FES ENRT GM FES VOR/DME
12  33.927416667   -5.013583333     1870    11570   130      0.000  FES ENRT GM FES VOR/DME
 3  12.141694444   15.038305556      988    11530   130      1.000   FL ENRT FT N'DJAMENA VOR/DME
12  12.141694444   15.038305556      988    11530   130      0.000   FL ENRT FT N'DJAMENA VOR/DME
 3 -21.134866667   27.425972222     3312    11300   130    -12.000  FNV ENRT FB FRANCISTOWN VOR/DME
12 -21.134866667   27.425972222     3312    11300   130      0.000  FNV ENRT FB FRANCISTOWN VOR/DME
 3  10.051055556  -10.760166667        0    11210    40    -10.000  FRH ENRT GU FARANAH VOR
 3  -1.653083333   13.443916667     1578    11610   130     -2.000  FRV ENRT FO FRANCEVILLE VOR/DME
12  -1.653083333   13.443916667     1578    11610   130      0.000  FRV ENRT FO FRANCEVILLE VOR/DME
 3  13.598358333   25.302961111     2437    11500   130      3.000  FSR ENRT HS EL FASHIR VOR/DME
12  13.598358333   25.302961111     2437    11500   130      0.000  FSR ENRT HS EL FASHIR VOR/DME
 3  28.430777778  -13.864500000        1    11410   130     -4.000  FTV ENRT GC FUERTEVENTURA VOR/DME
12  28.430916667  -13.864500000        1    11410   130      0.000  FTV ENRT GC FUERTEVENTURA VOR/DME
