# code,name,lat,lon,class,alt,country code
, ANKENY RGNL, 41.691, -93.566, Small, 5500, US/IA
, ANN ARBOR MUNI, 42.223, -83.746, Large, 3505, US/MI
, "ANNAS", 34.725, -83.085, Small, 1300, US/SC
, ANNANDALE RANCH, 29.45, -99.684, Small, 2720, US/TX
, ANNISON PRIVATE, 30.705, -91.061, Small, 2800, US/LA
, ANOKA CO BLAINE, 45.145, -93.211, Large, 4855, US/MN
, ANSON CO, 35.021, -80.077, Large, 5498, US/NC
, ANSWERED PRAYER, 33.254, -85.17, Small, 2000, US/GA
, ANTELOPE AIRPARK, 39.022, -105.615, Small, 2600, US/CO
, ANTELOPE CO, 42.112, -98.039, Small, 3700, US/NE
, ANTELOPE RUN RANCH, 42.817, -110.278, Small, 7500, US/WY
, ANTELOPE VALLEY, 43.677, -113.603, Small, 3450, US/ID
, ANTELOPE VALLEY RANCH, 39.146, -122.354, Small, 2384, US/CA
, ANTHONSON, 43.071, -76.408, Small, 1250, US/NY
, ANTHONY, 37.094, -97.961, Balloon, 400, US/KS
, ANTHONY MUNI, 37.159, -98.08, Large, 3598, US/KS
, ANTHONY PRIVATE, 47.037, -91.71, Small, 2000, US/MN
, ANTIQUE ACRES, 33.1, -84.059, Small, 2500, US/GA
, ANTIQUE ACRES AIRPARK, 39.239, -84.1, Small, 2700, US/OH
, ANTIQUE AERODROME, 41.006, -88.658, Small, 2640, US/IL
, ANTIQUE AIRFIELD, 40.978, -92.588, Small, 2350, US/IA
, ANTIQUERS AERODROME, 26.465, -80.15, Small, 5180, US/FL
, ANTLERS MUNI, 34.193, -95.65, Small, 3299, US/OK
, ANTON FLYING UV, 37.421, -100.942, Small, 2150, US/KS
, ANTONIAN, 41.102, -86.932, Small, 1350, US/IN
, ANTRIM CO, 44.989, -85.198, Small, 5000, US/MI
, ANTSIRANANA ANDRAKAKA, -12.256, 49.254, Small, 8211, MA
, ANXIETY AERODROME, 32.038, -96.532, Small, 2700, US/TX
, APACHE PASS, 30.735, -97.143, Small, 3000, US/TX
, APALACHEE BLUFF AIRPARK, 33.859, -83.588, Small, 2300, US/GA
, APALACHICOLA MUNI, 29.728, -85.027, Large, 5350, US/FL
, APEX AIRPARK, 47.657, -122.733, Small, 2500, US/WA
, APOSTOLES, -27.903, -55.766, Small, 5830, AR
, APPLE, 40.143, -84.172, Small, 2200, US/OH
, APPLE GROVE, 37.763, -76.346, Small, 2350, US/VA
, APPLE VALLEY, 34.575, -117.186, Small, 6498, US/CA
, APPLE VALLEY, 45.678, -123.186, Small, 2470, US/OR
, APPLEGATE, 40.392, -92.565, Small, 2295, US/MO
, APPLETON MUNI, 45.228, -96.004, Small, 3500, US/MN
, APUCARANA, -23.61, -51.384, Small, 4593, BR
, ARACATI, -4.567, -37.8, Small, 3937, BR
, ARACUAI, -16.853, -42.045, Small, 3937, BR
, ARAD, 31.229, 35.191, Small, 4593, IS
, ARAGARCAS, -15.899, -52.241, Small, 4320, BR
, ARAGUACEMA, -8.838, -49.558, Small, 4595, BR
, ARAGUAINA, -7.228, -48.24, Small, 5912, BR
, ARAGUARI, -18.668, -48.191, Small, 4921, BR
, ARAGUATINS, -5.684, -48.116, Small, 4921, BR
, ARANSAS CO, 28.087, -97.045, Large, 5608, US/TX
, ARANSAS NATL WLDLIFE REFUGE, 28.117, -96.8, Small, 4600, US/TX
, ARANT, 35.056, -80.45, Small, 2800, US/NC
, ARAPAHOE MUNI, 40.339, -99.907, Small, 3000, US/NE
, ARAPIRACA, -9.775, -36.629, Small, 3117, BR
, ARAPONGAS, -23.353, -51.492, Small, 3937, BR
, ARAPOTI, -24.104, -49.789, Small, 4593, BR
, ARARAS, -22.339, -47.359, Small, 3773, BR
, ARARIPINA, -7.587, -40.536, Small, 4091, BR
, ARCADE TRI-COUNTY, 42.567, -78.426, Small, 3220, US/NY
, ARCADIA BIENVILLE PARISH, 32.531, -92.954, Large, 3000, US/LA
, ARCADIA MUNI, 27.192, -81.837, Small, 3700, US/FL
, ARCHANGELS LANDING, 41.261, -86.873, Small, 1800, US/IN
, ARCHDALE MEADOWS, 43.053, -73.478, Small, 1500, US/NY
, ARCHER CITY MUNI, 33.582, -98.619, Small, 3200, US/TX
, ARCHER MEMORIAL  FIELD, 42.907, -84.472, Small, 2496, US/MI
, ARCO BUTTE CO, 43.604, -113.334, Small, 6600, US/ID
, ARCOVERDE, -8.408, -37.088, Small, 4265, BR
, ARCTIC ANGEL, 64.137, -145.83, Small, 2800, US/AK
, ARDELL FLYING FIELD, 43.278, -72.911, STOL, 1900, US/VT
, ARDMORE, 34.978, -86.885, Small, 2700, US/AL
, ARDMORE DOWNTOWN EXECUTIVE, 34.147, -97.123, Large, 5000, US/OK
, ARDMORE MUNI, 34.301, -97.009, Large, 7225, US/OK
, AREND, 41.257, -84.642, Small, 2000, US/OH
, ARENS FLD, 41.092, -86.613, Small, 4200, US/IN
, ARESTI AERODROME, 32.471, -97.56, Small, 2500, US/TX
, ARFA, 21.324, 41.198, Small, 6726, SA
, ARGONIA MUNI, 37.275, -97.759, Small, 3200, US/KS
, ARGYLE, 43.254, -73.471, Small, 2400, US/NY
, ARICUAISA, 9.582, -72.788, Small, 7086, VE
, ARING FLD, 41.358, -83.558, Small, 1770, US/OH
, ARK-MO, 36.486, -90.28, Small, 2400, US/AR
, ARKALYK NORTH, 50.319, 66.952, Small, 8185, KZ
, ARKAVALLEY, 35.178, -92.335, Small, 3133, US/AR
, ARKAVALLEY, 35.178, -92.335, Small, 3210, US/AR
, ARKLA FLYERS INC, 32.765, -91.796, Small, 2200, US/LA
, ARLEDGE FLD, 32.909, -99.736, Small, 3705, US/TX
, ARLINGTON MUNI, 32.664, -97.094, Large, 6080, US/TX
, ARLINGTON MUNI, 44.394, -97.123, Small, 3000, US/SD
, ARLINGTON MUNI, 45.717, -120.168, Small, 5000, US/OR
, ARLINGTON MUNI, 48.161, -122.159, Large, 5332, US/WA
, ARLISS M, 29.341, -82.264, Small, 2700, US/FL
, ARMINGTON, 41.729, -80.879, Small, 3600, US/OH
, ARMSTRONG RANCH, 26.934, -97.762, Small, 4000, US/TX
, ARNEMANN FARMS, 36.766, -86.618, Small, 3200, US/KY
, ARNETT LANDING, 32.979, -97.89, Small, 1578, US/TX
, ARNIKA RANCH, 36.975, -92.543, Small, 2200, US/MO
, ARNOLD, 40.267, -75.883, Small, 1700, US/PA
, ARNOLD AFB, 35.393, -86.086, Medium, 6000, US/TN
, ARNOLD AIRSTRIP, 43.419, -118.576, Small, 1500, US/OR
, ARNOLD FIELD, 34.748, -90.281, Small, 1550, US/MS
, ARNOLD FIELD, 35.903, -89.397, Small, 4700, US/TN
, ARNOLD FIELD, 43.298, -82.607, Small, 2585, US/MI
, ARNOLD RANCH, 36.914, -119.786, Small, 2640, US/CA
, ARNOLDS, 37.656, -85.154, Small, 2250, US/KY
, ARRAS RLA, 39.338, -90.178, Small, 2400, US/IL
, ARROW S RANCH, 28.784, -98.35, Small, 5500, US/TX
, ARROWHEAD, 28.116, -97.931, Small, 3400, US/TX
, ARROWHEAD, 35.156, -95.621, Small, 3500, US/OK
, ARROWHEAD ASSAULT STRIP, 35.275, -94.225, Small, 4500, US/AR
, ARROWHEAD FARM, 41.293, -86.071, Small, 2200, US/IN
, ARROWHEAD POINT, 37.624, -76.601, Small, 3200, US/VA
, ARROWHEAD RANCH, 28.246, -98.553, Small, 4200, US/TX
, ARROWPOINT, 38.306, -78.099, Small, 1125, US/VA
, ART SUTCLIFFE FLD, 49.037, -116.498, Small, 3945, CA
, ART Z, 64.647, -151.81, Small, 2000, US/AK
, ARTESIA MUNI, 32.853, -104.468, Large, 6301, US/NM
, ARTHUR, 39.746, -85.775, Small, 1800, US/IN
, ARTHUR, 47.111, -97.207, Small, 3100, US/ND
, ARTHUR DUNN AIR PARK, 28.622, -80.836, Large, 3000, US/FL
, ARTHUR FIELD, 48.37, -95.807, Small, 2640, US/MN
, ARTHUR MUNI, 41.562, -101.711, Small, 2700, US/NE
, ARTHUR N NEU, 42.046, -94.789, Large, 5500, US/IA
, ARU, -6.573, 134.147, Small, 5165, ID
, ARUANA, -14.933, -51.048, Small, 4265, BR
, AS SALIHIYAH, 30.795, 32.044, Small, 9857, EG
, AS SALLUM, 31.457, 25.284, Small, 6555, EG
, AS SUWAYDA WEST, 32.705, 36.413, Small, 9868, SY
, ASHBY, 40.704, -87.188, Small, 2200, US/IN
, ASHE COUNTY, 36.432, -81.42, Small, 4293, US/NC
, ASHEBORO RGNL, 35.655, -79.895, Large, 5501, US/NC
, ASHENFELTER AERODROME, 43.349, -87.994, Small, 1900, US/WI
, ASHFORD FIELD, 33.359, -94.438, Small, 2000, US/TX
, ASHKHABAD BEZMEIN, 38.012, 58.195, Small, 8665, TX
, ASHLAND CO, 40.903, -82.256, Large, 3502, US/OH
, ASHLAND LANDING FARM, 39.118, -76.096, Small, 2250, US/MD
, ASHLAND LINEVILLE, 33.288, -85.804, Small, 3947, US/AL
, ASHLAND MUNI SUMNER PARKER FLD, 42.19, -122.661, Large, 3603, US/OR
, ASHLAND RGNL, 38.554, -82.738, Large, 5602, US/KY
, ASHLAWN, 41.622, -75.596, Small, 1800, US/PA
, ASHLEY MUNI, 46.024, -99.353, Small, 4300, US/ND
, ASHMORE FIELD, 36.383, -94.294, Small, 1100, US/AR
, ASHTABULA CO, 41.778, -80.696, Large, 5197, US/OH
, ASHWORTH, 34.123, -93.35, Small, 3000, US/AR
, ASKEY FIELD, 35.458, -86.957, Small, 1650, US/TN
, ASPEN, 39.26, -106.912, Small, 2500, US/CO
, ASPEN PITKIN CO SARDY FLD, 39.223, -106.869, Large, 7006, US/CO
, ASS-PIRIN ACRES, 44.069, -73.373, Small, 3700, US/VT
, ASTORIA RGNL, 46.158, -123.879, Large, 5495, US/OR
, ATCHAFALAYA FLYING COMPANY, 30.944, -91.794, Small, 2700, US/LA
, ATHANASIOU VALLEY, 39.854, -105.471, Small, 2000, US/CO
, ATHELONE WILLIAMS MEM, 43.029, -83.53, Small, 3299, US/MI
, ATHENS MUNI, 32.164, -95.828, Large, 3988, US/TX
, ATKA, 52.22, -174.206, Small, 3287, US/AK
, ATKINS RIDGE, 42.949, -89.825, Small, 2400, US/WI
, ATKINSON MUNI, 37.449, -94.731, Large, 5500, US/KS
, ATLANTA, 43.814, -115.135, Small, 2460, US/ID
, ATLANTA MUNI, 45.0, -84.133, Small, 2630, US/MI
, ATLANTIC MCOLF, 34.883, -76.35, Medium, 3678, US/NC
, ATLANTIC MUNI, 41.407, -95.047, Large, 3911, US/IA
, ATMAUTLUAK, 60.867, -162.273, Small, 3000, US/AK
, ATMORE MUNI, 31.016, -87.447, Small, 4776, US/AL
, ATOKA MUNI, 34.398, -96.148, Small, 2818, US/OK
, ATTERBURY FLD, 39.342, -86.031, Small, 4220, US/IN
, ATWELL, 35.655, -80.789, Small, 1700, US/NC
, ATWOOD RAWLINS CO CITY CO, 39.84, -101.042, Small, 5001, US/KS
, AUARIS, 4.003, -64.494, Small, 3740, BR
, AUBERGE DES FLEURS, 45.45, -122.254, Small, 1850, US/OR
, AUBREY MOUNTAIN AIRSTRIP, 43.741, -122.426, Small, 1950, US/OR
, AUBURN, 41.41, -81.284, Small, 2800, US/OH
, AUBURN ACADEMY, 47.281, -122.15, Small, 2650, US/WA
, AUBURN LEWISTON MUNI, 44.048, -70.284, Small, 5001, US/ME
, AUBURN MUNI, 38.955, -121.082, Small, 3700, US/CA
, AUBURN MUNI, 47.328, -122.227, Large, 3400, US/WA
, AUBURN OPELIKA ROBERT G PITTS, 32.615, -85.434, Large, 5264, US/AL
, AUCO, -31.578, -71.111, Small, 3680, CI
, AUDUBON CO, 41.701, -94.921, Large, 3640, US/IA
, AUGUST ACRES, 40.163, -82.782, Small, 2095, US/OH
, AUGUST FIELD, 43.209, -73.582, Small, 2100, US/NY
, AUGUSTA, 47.463, -112.38, Small, 3650, US/MT
, AUGUSTA MUNI, 37.672, -97.078, Small, 4199, US/KS
, AUGUSTA STATE, 44.321, -69.797, Small, 5001, US/ME
, AUGUSTO VERGARA, 7.857, -80.276, Small, 3474, PM
, AUREA, -19.287, -46.512, Small, 3660, BR
, AURORA, 42.696, -78.569, Balloon, 200, US/NY
, AURORA MUNI, 41.772, -88.476, Large, 6501, US/IL
, AURORA MUNI AL POTTER FLD, 40.894, -97.995, Large, 4301, US/NE
, AURORA STATE, 45.247, -122.77, Large, 5004, US/OR
, AUSK STRIP, 46.764, -97.405, Small, 2500, US/ND
, AUSTIN, 34.903, -95.359, Small, 1600, US/OK
, AUSTIN, 39.468, -117.195, Small, 6000, US/NV
, AUSTIN EXECUTIVE, 30.395, -97.567, Small, 1550, US/TX
, AUSTIN FIELD, 35.745, -85.047, Small, 2100, US/TN
, AUSTIN MUNI, 43.663, -92.933, Large, 5800, US/MN
, AUSTINIA, 29.417, -94.998, Small, 2150, US/TX
, AUTLAN, 19.745, -104.337, Small, 5590, MX
, AV RANCH, 32.817, -110.317, Small, 2500, US/AZ
, AVA BILL MARTIN MEM, 36.972, -92.682, Small, 3634, US/MO
, AVARE ARANDU, -23.093, -48.987, Small, 4856, BR
, AVENAL, 36.004, -120.142, Small, 2880, US/CA
, AVENGER FLD, 32.467, -100.467, Large, 5840, US/TX
, AVERY CO MORRISON FLD, 35.945, -81.996, Small, 3000, US/NC
, AVERY FIELD, 45.671, -69.807, Small, 2000, US/ME
, AVEY FIELD STATE, 48.998, -118.223, Small, 1975, US/WA
, AVI SUQUILLA, 34.151, -114.271, Small, 4780, US/AZ
, AVIACRES, 38.624, -77.786, Small, 2100, US/VA
, AVIAN COUNTRY ESTATES, 36.376, -95.705, Small, 2600, US/OK
, AVIASUD AIRPARK, 29.486, -95.931, Small, 2500, US/TX
, AVIATION ACRES, 39.299, -102.322, Small, 3200, US/CO
, AVINGER FIELD, 33.443, -80.456, Small, 3000, US/SC
, AVOCA, 43.03, -82.669, Small, 2105, US/MI
, AVON PARK EXECUTIVE, 27.591, -81.528, Large, 5364, US/FL
, AXINN, 44.045, -73.19, Small, 1400, US/VT
, AYERS, 38.905, -78.655, Small, 2100, US/VA
, AYRES-AICP, 38.776, -77.911, Small, 1200, US/VA
, AYRESOUTH, 33.77, -85.061, Small, 2000, US/GA
, AYSTA FIELD, 45.523, -94.123, Small, 1200, US/MN
, AZTEC MUNI, 36.835, -108.028, Small, 4090, US/NM
, Abay Bazar Airport, 41.362, 68.988, Small, , KZ
, Abreojos Airport, 26.727, -113.559, Small, , MX
, Abrolhos East Wallabi Island Airport, -28.438, 113.736, Small, , AS
, Abrolhos Island, -28.475, 113.689, Small, , AS
, Abrolhos North Island, -28.3, 113.596, Small, , AS
, Acaricuara Airport, 0.533, -70.133, Small, , CO
, Achutupo Airport, 8.432, -77.965, Small, , PM
, Acindar Airport, -33.265, -60.284, Small, , AR
, Acme Airport, 51.456, -113.515, Small, , CA
, Adamsfontein Airport, -30.581, 25.26, Small, , SF
, Aero 57 Airport, -25.903, 28.082, Small, , SF
, Aero Den Airport, -25.727, 27.74, Small, , SF
, Aero Farm Airport, -28.224, 29.116, Small, , SF
, Aeroboero Airport, -30.729, -62.008, Small, , AR
, Aeroclub Chaco Airport, -27.631, -59.18, Small, , AR
, Aerofumigaciones Don Alejandro Airport, -33.305, -60.654, Small, , AR
, Aerosport Airport, 4.184, -74.835, Small, , CO
, Aerotec Airport, -33.207, -68.492, Small, , AR
, Afis Air Base, 35.972, 36.783, Medium, , SY
, Afrikanda Air Base, 67.457, 32.787, Closed, , RS
, Afro Venture Airport, -24.838, 15.907, Small, , WA
, Agalega Island Airstrip, -10.373, 56.61, Small, , MP
, Agbara-Otor, 5.529, 6.059, Closed, , NI
, Agdenes Airfield  Breivika, 63.629, 9.727, Small, , NO
, Agdzhabedi Airport, 40.022, 47.449, Small, , AJ
, Aghdam Airport, 39.976, 47.0, Small, , AJ
, Aghdas Airport, 40.663, 47.514, Small, , AJ
, Aginskoye Airport, 55.266, 94.86, Small, , RS
, Agnes Lake Airport, 55.817, -112.517, Closed, , CA
, Agnew Airport, -12.146, 142.149, Small, , AS
, Agoy Airfield, 44.139, 39.028, Small, , RS
, Agro Aereo Gualeguay Airport, -33.039, -59.438, Small, , AR
, Agro Servicio Yoris Airport, -26.583, -64.53, Small, , AR
, Agroaire Airport, -27.498, -61.659, Small, , AR
, Agrocelta Servicios Aereos Airport, -33.887, -60.863, Small, , AR
, Agropecuaria Cuajarote Airport, 9.258, -67.558, Small, , VE
, Agropecuaria Lepaguare Airport, 14.597, -86.507, Small, , HO
, Agropecuaria Rio Juramento Airport, -25.187, -64.083, Small, , AR
, Agroservicio Do\xc3\xb1a Teresa Airport, -28.849, -62.263, Small, , AR
, Agua Blanca Airport, 4.186, -74.896, Small, , CO
, Agua Blanca Airport, 4.467, -74.993, Small, , CO
, Aguaclara Airport, 4.733, -73.058, Small, , CO
, Aguadulce Airport, 8.252, -80.565, Small, , PM
, Ahmadi Military Air Field, 29.099, 51.035, Small, , IR
, Ailuk Airport, 10.217, 169.983, Small, , RM
, Aim Southeast Airport, 40.753, 72.752, Small, , UZ
, Aiome, -5.146, 144.731, Small, , PP
, Airport Punta Espada, 12.075, -71.126, Small, , CO
, Aishihik Airport, 61.65, -137.483, Closed, , CA
, Aitbuzum East Airport, 41.096, 68.683, Small, , KZ
, Ajrestan Airport, 33.485, 67.144, Small, , AF
, Ak Kurgan Airport, 40.863, 69.029, Small, , UZ
, Ak Tepe Airport, 41.305, 69.197, Small, , UZ
, Akhisar TSA Airfield, 38.977, 27.853, Small, , TU
, Akhty Airfield, 41.474, 47.702, Small, , RS
, Akieni Airport, -1.14, 13.904, Small, , GB
, Aksaray Airport, 38.316, 33.808, Small, , TU
, Aksu Airport, 42.444, 69.822, Small, , KZ
, Aksuyek Airport, 44.612, 74.562, Closed, , KZ
, Aktogay Air Base, 46.892, 79.845, Closed, , KZ
, Al Abdaliyah Highway Strip, 29.045, 47.791, Small, , KU
, Al Bir Highway Strip, 28.886, 36.159, Small, , SA
, Al Fathah Air Base, 35.135, 43.725, Small, , IZ
, Al Ghadaf Highway Strip, 31.597, 36.923, Small, , JO
, Al Hasa Airport, 25.406, 49.484, Small, , SA
, Al Hayy Airport, 32.126, 45.782, Small, , IZ
, Al Iskandariyah New Airport, 32.969, 44.271, Small, , IZ
, Al Jafr 2 Air Base, 30.019, 36.126, Small, , JO
, Al Kharj, 24.061, 47.411, Small, , SA
, Al Mufrash Airport, 30.226, 47.477, Small, , IZ
, Al Muhammadi Airport, 33.441, 42.913, Small, , IZ
, Al Qatranah Highway Strip, 31.252, 36.223, Small, , JO
, Al Quwayrah Highway Strip, 29.824, 35.328, Small, , JO
, Al Rahmaniyah, 31.043, 30.665, Small, , EG
, Al Wariah SE Highway Strip, 27.646, 47.993, Small, , SA
, Ala Buka Airport, 41.383, 71.498, Closed, , KG
, Alagro Fumigaciones Airport, -32.888, -60.844, Small, , AR
, Alakurtti Naval Air Base, 66.973, 30.345, Medium, , RS
, Ala\xc3\xa7at\xc4\xb1 Airport, 38.243, 26.425, Small, , TU
, Alba Elena Airport, -2.167, -79.283, Small, , EC
, Alban Airport, 46.09, -80.604, Small, , CA
, Albert Bay Airport, 69.633, -103.617, Closed, , CA
, Alberta Airport, -27.984, 28.394, Small, , SF
, Albrechts Aistrip, -21.946, 16.07, Small, , WA
, Aldam Airport, -28.269, 27.161, Small, , SF
, Alegrete, -29.8, -55.763, Closed, , BR
, Alejandro Roca Airport, -33.349, -63.73, Small, , AR
, Aleksandrovskoye Airport, 60.443, 77.839, Small, , RS
, Aleksandr\xc3\xb3w \xc5\x81\xc3\xb3dzki Airport, 51.791, 19.27, Small, , PL
, Alenquer Airport, -1.918, -54.721, Closed, , BR
, Aleu Airport, 42.9, 1.275, Small, , FR
, Alexandra Park Aerodrome, 53.436, -2.25, Closed, , UK
, Alexandria Aerodrome, 45.331, -74.626, Small, , CA
, Alexandrovo Air Base, 54.493, 39.932, Small, , RS
, Aleysk Air Base, 52.483, 82.7, Closed, , RS
, Alfemar Airport, 7.01, -77.677, Small, , CO
, Alferyevo Airfield, 56.1, 35.875, Small, , RS
, "Alfonsinas Airstrip", 29.806, -114.397, Small, , MX
, Alfredo Sanchez Airport, -34.801, -61.865, Small, , AR
, Algar Tower Airport, 56.117, -111.767, Closed, , CA
, Algarrobo Airport, 10.236, -74.054, Small, , CO
, Algarrobo/La Reforma Airport, -38.731, -63.287, Small, , AR
, Alhi Airport, 40.935, 69.141, Small, , UZ
, Alldays (Greater Kuduland) Airport, -22.804, 28.996, Small, , SF
, Alldays Safaris Airport, -22.667, 29.315, Small, , SF
, Allen Airport, -38.958, -67.804, Small, , AR
, Alligandi Airport, 9.214, -78.025, Small, , PM
, Alliston Airport, 44.183, -79.837, Small, , CA
, Almaty North Airport, 43.373, 76.98, Small, , KZ
, Alroy Downs Airport, -19.291, 136.079, Small, , AS
, Alta Gracia Airport, -31.651, -64.394, Small, , AR
, Altamira Airport, 4.759, -71.639, Small, , CO
, Altay Air Base, 47.75, 88.086, Medium, , CH
, Althorpe Lighthouse Airstrip, -35.371, 136.861, Small, , AS
, Altona Airport, -33.708, 18.646, Small, , SF
, Alumine Airport, -38.95, -71.049, Small, , AR
, Alvear Aeroparque Airport, -33.047, -60.597, Small, , AR
, Alvear Airport, -29.065, -56.541, Small, , AR
, Alverstone Airfield, -29.78, 30.718, Small, , SF
, Amahai Airport, -7.541, 139.111, Small, , ID
, Amara New Air Base, 31.818, 47.08, Small, , IZ
, Amatikulu (Microlight) Airport, -29.098, 31.505, Small, , SF
, Amber Tower Airport, 59.183, -119.467, Closed, , CA
, Ameghino Airport, -34.846, -62.482, Small, , AR
, America Airport, -35.502, -62.99, Small, , AR
, Amersfoort Airport, -27.02, 29.87, Small, , SF
, Aminuis Pan Landing Site, -23.607, 19.916, Small, , WA
, Amphitheatre Lodge Airport, -28.656, 29.15, Small, , SF
, An Numaniyah Air Base, 32.506, 45.327, Small, , IZ
, Ana Mar\xc3\xada Airport, 10.037, -73.284, Small, , CO
, Anama Bay-Dauphin River Airport, 51.967, -98.133, Closed, , CA
, Andacollo Airport, -37.203, -70.697, Small, , AR
, Andalgala Airport, -27.632, -66.351, Small, , AR
, Andaluc\xc3\xada Airport, 3.988, -73.299, Small, , CO
, Anderson Point Airport, 68.217, -87.917, Closed, , CA
, Anderson Ranch Airport, 53.45, -123.567, Closed, , CA
, Andizhan Northeast Airport, 40.889, 72.405, Small, , UZ
, Andreapol Air Base, 56.643, 32.313, Medium, , RS
, Andrew Airport, 53.874, -112.358, Small, , CA
, Andulo Airport, -11.472, 16.711, Small, , AO
, Angaur Airstrip, 6.907, 134.145, Small, , PS
, Anggi Airport, -1.383, 133.867, Small, , ID
, Anglemont Airport, 50.967, -119.167, Closed, , CA
, Anguganak Airport, -3.593, 142.255, Small, , PP
, Anib Lodge Landing Site, -24.435, 18.104, Small, , WA
, Anibal Brizi Airport, -31.404, -60.899, Small, , AR
, Aniversario Estra Airport, 4.123, -74.911, Small, , CO
, Anthony Lagoon Airport, -18.022, 135.542, Small, , AS
, Antoine De Saint Exupery Airport, -40.74, -64.98, Small, , AR
, Anton Fourie Farm Airport, -27.5, 26.331, Small, , SF
, Apalapsili Airport, -3.917, 139.25, Small, , ID
, Apartad\xc3\xb3 Airport, 7.033, -77.2, Small, , CO
, Apiay Airport, 4.069, -73.052, Small, , CO
, Apostoles Airport, -27.903, -55.765, Small, , AR
, Apple River Airport, 45.462, -64.821, Small, , CA
, Appleby Airport, -27.201, 26.903, Small, , SF
, Aquila Field Airport, 44.167, -79.367, Closed, , CA
, Ar Rumaylah Southwest Air Base, 30.354, 47.109, Small, , IZ
, Ar Rutbah Highway Strip, 33.059, 40.397, Small, , IZ
, Ar Rutbah South Airport, 32.832, 40.34, Small, , IZ
, Arabatuk Air Base, 50.224, 117.099, Small, , RS
, Aradzhi Airport, 41.508, 60.422, Small, , UZ
, Araguanen Airport, 5.413, -72.283, Small, , CO
, Aranos Airstrip, -24.128, 19.115, Small, , WA
, Aranos Pan Landing Site, -24.109, 19.288, Small, , WA
, Aravan Northeast Airport, 40.581, 72.354, Small, , UZ
, Aravan West Airport, 40.524, 72.407, Small, , KG
, Arbeitsgenot Airport, -28.736, 27.232, Small, , SF
, Arboletes Airport, 8.857, -76.424, Small, , CO
, Arborfield Airport, 53.108, -103.651, Small, , CA
, Arborg Airport, 50.913, -97.304, Small, , CA
, Arcola Airport, 49.633, -102.483, Small, , CA
, Arctic Bay Airport, 73.005, -85.033, Small, , CA
, Arica Airport, -2.133, -71.783, Small, , CO
, Aris Landrig Strip, -22.756, 17.135, Small, , WA
, Arismendi Airport, 8.484, -68.367, Small, , VE
, Arizona Airport, -28.453, 27.525, Small, , SF
, Arkalyk Airport, 50.239, 66.941, Small, , KZ
, Arkayla Springs Airport, 51.205, -114.774, Small, , CA
, Arkaylyk South Airport, 50.26, 66.91, Small, , KZ
, Arkwrights airstrip/Dunsandel, -43.679, 172.117, Small, , NZ
, Arnes Airport, 50.836, -96.957, Small, , CA
, Arnissa Airport, 40.835, 21.827, Small, , GR
, Arnstein Airport, 45.926, -79.928, Small, , CA
, Arrecifes Aeroclub Airport, -34.083, -60.033, Small, , AR
, Arribe\xc3\xb1os Airport, -34.223, -61.386, Small, , AR
, Arroket Airport, -0.623, 35.066, Small, , KE
, Arrowsmith Station, -43.466, 171.162, Small, , NZ
, Arroyito/Arcor Airport, -31.422, -63.004, Small, , AR
, Arsenyev Airfield, 44.143, 133.27, Small, , RS
, Artemisa Airport, 22.752, -82.736, Small, , CU
, Arthur East Airport, 43.85, -80.45, Small, , CA
, Arthur North Airport, 43.883, -80.533, Closed, , CA
, Artigues Airport, 43.077, 0.002, Small, , FR
, Artsiz Airfield, 45.945, 29.37, Small, , UP
, Aruba Airport, -3.333, 38.767, Small, , KE
, Arys Northeast Airport, 42.47, 68.838, Small, , KZ
, As Salman North Air Base, 30.647, 44.57, Small, , IZ
, Asbestos Airport, 45.8, -71.983, Closed, , CA
, Ashchebutak Air Base, 51.035, 59.168, Closed, , RS
, Ashern Airport, 51.159, -98.332, Small, , CA
, Ashuluk Airfield, 47.42, 47.925, Small, , RS
